team_1,team_2,score,manager_1,manager_2,season,game_week,team_1_score,team_2_score
EC Bahia,Sport Club Recife,2-1,Falcão,Vágner Mancini,2012,5,2,1
Ponte Preta,Corinthians SP,1-0,Gilson Kleina,Tite,2012,5,1,0
Coritiba FC,Atlético GO,3-0,Marcelo Oliveira,Adilson Batista,2012,5,3,0
Clube Náutico,Grêmio Porto Alegre,1-0,Alexandre Gallo,Vanderlei Luxemburgo,2012,5,1,0
Vasco da Gama,Cruzeiro EC,1-3,Cristovão Borges,Celso Roth,2012,6,1,3
Portuguesa (SP),São Paulo FC,1-0,Geninho,Émerson Leão,2012,6,1,0
Atlético Mineiro,Clube Náutico,5-1,Cuca,Alexandre Gallo,2012,6,5,1
Corinthians SP,SE Palmeiras,2-1,Tite,Luiz Felipe Scolari,2012,6,2,1
Grêmio Porto Alegre,Flamengo RJ,2-0,Vanderlei Luxemburgo,Joel Santana,2012,6,2,0
Figueirense,EC Bahia,1-1,Argél,Falcão,2012,6,1,1
Botafogo RJ,Ponte Preta,1-2,Oswaldo de Oliveira,Gilson Kleina,2012,6,1,2
Santos FC,Coritiba FC,2-2,Muricy Ramalho,Marcelo Oliveira,2012,6,2,2
Sport Club Recife,Internacional,0-2,Vágner Mancini,Dorival Júnior,2012,6,0,2
Atlético GO,Fluminense RJ,1-4,Adilson Batista,Abel Braga,2012,6,1,4
Cruzeiro EC,São Paulo FC,2-3,Celso Roth,Mílton Cruz,2012,7,2,3
Clube Náutico,Fluminense RJ,0-2,Alexandre Gallo,Abel Braga,2012,7,0,2
Vasco da Gama,Ponte Preta,3-2,Cristovão Borges,Gilson Kleina,2012,7,3,2
Portuguesa (SP),Santos FC,0-0,Geninho,Muricy Ramalho,2012,7,0,0
Coritiba FC,Sport Club Recife,2-3,Marcelo Oliveira,Vágner Mancini,2012,7,2,3
EC Bahia,Internacional,1-1,Falcão,Dorival Júnior,2012,7,1,1
Flamengo RJ,Atlético GO,3-2,Joel Santana,Adilson Batista,2012,7,3,2
SE Palmeiras,Figueirense,3-1,Luiz Felipe Scolari,Argél,2012,7,3,1
Grêmio Porto Alegre,Atlético Mineiro,0-1,Vanderlei Luxemburgo,Cuca,2012,7,0,1
Corinthians SP,Botafogo RJ,1-3,Tite,Oswaldo de Oliveira,2012,7,1,3
Botafogo RJ,EC Bahia,3-0,Oswaldo de Oliveira,Falcão,2012,8,3,0
Internacional,Cruzeiro EC,2-1,Dorival Júnior,Celso Roth,2012,8,2,1
Atlético GO,Clube Náutico,0-1,Adilson Batista,Alexandre Gallo,2012,8,0,1
Fluminense RJ,Flamengo RJ,1-0,Abel Braga,Joel Santana,2012,8,1,0
Santos FC,Grêmio Porto Alegre,4-2,Muricy Ramalho,Vanderlei Luxemburgo,2012,8,4,2
São Paulo FC,Coritiba FC,3-1,Mílton Cruz,Marcelo Oliveira,2012,8,3,1
Figueirense,Vasco da Gama,1-1,Argél,Cristovão Borges,2012,8,1,1
Atlético Mineiro,Portuguesa (SP),2-0,Cuca,Geninho,2012,8,2,0
Ponte Preta,SE Palmeiras,1-0,Gilson Kleina,Luiz Felipe Scolari,2012,8,1,0
Sport Club Recife,Corinthians SP,1-1,Vágner Mancini,Tite,2012,8,1,1
Corinthians SP,Clube Náutico,2-1,Tite,Alexandre Gallo,2012,9,2,1
Figueirense,Atlético Mineiro,3-4,Argél,Cuca,2012,9,3,4
Ponte Preta,Coritiba FC,4-1,Gilson Kleina,Marcelo Oliveira,2012,9,4,1
Botafogo RJ,Fluminense RJ,1-1,Oswaldo de Oliveira,Abel Braga,2012,9,1,1
Internacional,Santos FC,0-0,Dorival Júnior,Muricy Ramalho,2012,9,0,0
Cruzeiro EC,Grêmio Porto Alegre,1-3,Celso Roth,Vanderlei Luxemburgo,2012,9,1,3
EC Bahia,Flamengo RJ,1-2,Falcão,Joel Santana,2012,9,1,2
Vasco da Gama,Atlético GO,1-0,Cristovão Borges,Adilson Batista,2012,9,1,0
SE Palmeiras,São Paulo FC,1-1,Luiz Felipe Scolari,Mílton Cruz,2012,9,1,1
Sport Club Recife,Portuguesa (SP),2-1,Vágner Mancini,Geninho,2012,9,2,1
Santos FC,Botafogo RJ,0-0,Muricy Ramalho,Oswaldo de Oliveira,2012,10,0,0
Grêmio Porto Alegre,Sport Club Recife,3-1,Vanderlei Luxemburgo,Vágner Mancini,2012,10,3,1
Portuguesa (SP),Cruzeiro EC,0-2,Geninho,Celso Roth,2012,10,0,2
Clube Náutico,Ponte Preta,3-0,Alexandre Gallo,Gilson Kleina,2012,10,3,0
Flamengo RJ,Corinthians SP,0-3,Joel Santana,Tite,2012,10,0,3
São Paulo FC,Vasco da Gama,0-1,Mílton Cruz,Cristovão Borges,2012,10,0,1
Atlético Mineiro,Internacional,3-1,Cuca,Dorival Júnior,2012,10,3,1
Fluminense RJ,EC Bahia,4-0,Abel Braga,Falcão,2012,10,4,0
Coritiba FC,SE Palmeiras,1-1,Marcelo Oliveira,Luiz Felipe Scolari,2012,10,1,1
Atlético GO,Figueirense,3-2,Adilson Batista,Argél,2012,10,3,2
Vasco da Gama,Santos FC,2-0,Cristovão Borges,Muricy Ramalho,2012,11,2,0
Sport Club Recife,Atlético Mineiro,1-4,Vágner Mancini,Cuca,2012,11,1,4
Corinthians SP,Portuguesa (SP),1-1,Tite,Geninho,2012,11,1,1
SE Palmeiras,Clube Náutico,3-0,Luiz Felipe Scolari,Alexandre Gallo,2012,11,3,0
Internacional,Atlético GO,4-1,Fernandão,Adilson Batista,2012,11,4,1
Cruzeiro EC,Flamengo RJ,1-0,Celso Roth,Joel Santana,2012,11,1,0
Figueirense,São Paulo FC,0-2,???,Mílton Cruz,2012,11,0,2
Botafogo RJ,Grêmio Porto Alegre,0-1,Oswaldo de Oliveira,Vanderlei Luxemburgo,2012,11,0,1
Ponte Preta,Fluminense RJ,1-2,Gilson Kleina,Abel Braga,2012,11,1,2
EC Bahia,Coritiba FC,2-2,Falcão,Marcelo Oliveira,2012,11,2,2
Ponte Preta,Sport Club Recife,1-1,Gilson Kleina,Vágner Mancini,2012,12,1,1
Figueirense,Internacional,0-1,Hélio dos Anjos,Fernandão,2012,12,0,1
Vasco da Gama,Botafogo RJ,1-0,Cristovão Borges,Oswaldo de Oliveira,2012,12,1,0
Clube Náutico,Coritiba FC,3-4,Alexandre Gallo,Marcelo Oliveira,2012,12,3,4
Corinthians SP,Cruzeiro EC,2-0,Tite,Celso Roth,2012,12,2,0
Grêmio Porto Alegre,Fluminense RJ,1-0,Vanderlei Luxemburgo,Abel Braga,2012,12,1,0
Atlético GO,São Paulo FC,4-3,Adilson Batista,Mílton Cruz,2012,12,4,3
Flamengo RJ,Portuguesa (SP),0-0,Dorival Júnior,Geninho,2012,12,0,0
SE Palmeiras,EC Bahia,0-2,Luiz Felipe Scolari,Falcão,2012,12,0,2
Atlético Mineiro,Santos FC,2-0,Cuca,Muricy Ramalho,2012,12,2,0
Internacional,Vasco da Gama,0-0,Fernandão,Cristovão Borges,2012,13,0,0
Coritiba FC,Grêmio Porto Alegre,2-1,Marcelo Oliveira,Vanderlei Luxemburgo,2012,13,2,1
Botafogo RJ,Figueirense,1-0,Oswaldo de Oliveira,Hélio dos Anjos,2012,13,1,0
Fluminense RJ,Atlético Mineiro,0-0,Abel Braga,Cuca,2012,13,0,0
São Paulo FC,Flamengo RJ,4-1,Mílton Cruz,Dorival Júnior,2012,13,4,1
Sport Club Recife,Atlético GO,0-0,Vágner Mancini,Adilson Batista,2012,13,0,0
EC Bahia,Corinthians SP,0-0,Falcão,Tite,2012,13,0,0
Santos FC,Ponte Preta,2-1,Muricy Ramalho,Gilson Kleina,2012,13,2,1
Cruzeiro EC,SE Palmeiras,2-1,Celso Roth,Luiz Felipe Scolari,2012,13,2,1
Portuguesa (SP),Clube Náutico,3-1,Geninho,Alexandre Gallo,2012,13,3,1
SE Palmeiras,Internacional,0-1,Luiz Felipe Scolari,Fernandão,2012,14,0,1
Atlético GO,Botafogo RJ,1-2,Adilson Batista,Oswaldo de Oliveira,2012,14,1,2
Portuguesa (SP),Figueirense,2-0,Geninho,Hélio dos Anjos,2012,14,2,0
Vasco da Gama,Corinthians SP,0-0,Cristovão Borges,Tite,2012,14,0,0
São Paulo FC,Sport Club Recife,1-0,Mílton Cruz,Vágner Mancini,2012,14,1,0
Grêmio Porto Alegre,EC Bahia,3-1,Vanderlei Luxemburgo,Falcão,2012,14,3,1
Coritiba FC,Fluminense RJ,0-2,Marcelo Oliveira,Abel Braga,2012,14,0,2
Cruzeiro EC,Ponte Preta,1-2,Celso Roth,Gilson Kleina,2012,14,1,2
Clube Náutico,Santos FC,3-0,Alexandre Gallo,Muricy Ramalho,2012,14,3,0
Flamengo RJ,Atlético Mineiro,2-1,Dorival Júnior,Cuca,2012,14,2,1
Internacional,Clube Náutico,0-0,Fernandão,Alexandre Gallo,2012,15,0,0
Sport Club Recife,Vasco da Gama,0-2,Vágner Mancini,Cristovão Borges,2012,15,0,2
Corinthians SP,Atlético GO,1-1,Tite,Adilson Batista,2012,15,1,1
EC Bahia,Portuguesa (SP),0-0,Falcão,Geninho,2012,15,0,0
Botafogo RJ,SE Palmeiras,1-2,Oswaldo de Oliveira,Luiz Felipe Scolari,2012,15,1,2
Santos FC,Cruzeiro EC,4-2,Muricy Ramalho,Celso Roth,2012,15,4,2
Figueirense,Flamengo RJ,0-2,Hélio dos Anjos,Dorival Júnior,2012,15,0,2
Fluminense RJ,São Paulo FC,2-1,Abel Braga,Mílton Cruz,2012,15,2,1
Atlético Mineiro,Coritiba FC,1-0,Cuca,Marcelo Oliveira,2012,15,1,0
Ponte Preta,Grêmio Porto Alegre,0-0,Gilson Kleina,Vanderlei Luxemburgo,2012,15,0,0
Santos FC,Atlético GO,2-2,Muricy Ramalho,Adilson Batista,2012,16,2,2
Sport Club Recife,Figueirense,0-1,Vágner Mancini,Hélio dos Anjos,2012,16,0,1
EC Bahia,Cruzeiro EC,0-1,Falcão,Celso Roth,2012,16,0,1
Flamengo RJ,Clube Náutico,2-0,Dorival Júnior,Alexandre Gallo,2012,16,2,0
São Paulo FC,Grêmio Porto Alegre,1-2,Mílton Cruz,Vanderlei Luxemburgo,2012,16,1,2
Internacional,Ponte Preta,2-1,Fernandão,Gilson Kleina,2012,16,2,1
Atlético Mineiro,Vasco da Gama,1-0,Cuca,Cristovão Borges,2012,16,1,0
Coritiba FC,Corinthians SP,1-2,Marcelo Oliveira,Tite,2012,16,1,2
Fluminense RJ,SE Palmeiras,1-0,Abel Braga,Luiz Felipe Scolari,2012,16,1,0
Portuguesa (SP),Botafogo RJ,1-1,Geninho,Oswaldo de Oliveira,2012,16,1,1
Grêmio Porto Alegre,Portuguesa (SP),1-2,Vanderlei Luxemburgo,Geninho,2012,17,1,2
Cruzeiro EC,Fluminense RJ,1-1,Celso Roth,Abel Braga,2012,17,1,1
Ponte Preta,EC Bahia,0-2,Gilson Kleina,Falcão,2012,17,0,2
Atlético GO,Atlético Mineiro,1-1,Adilson Batista,Cuca,2012,17,1,1
Botafogo RJ,Sport Club Recife,2-0,Oswaldo de Oliveira,Vágner Mancini,2012,17,2,0
SE Palmeiras,Flamengo RJ,1-0,Luiz Felipe Scolari,Dorival Júnior,2012,17,1,0
Clube Náutico,São Paulo FC,3-0,Alexandre Gallo,Mílton Cruz,2012,17,3,0
Vasco da Gama,Coritiba FC,2-2,Cristovão Borges,Marcelo Oliveira,2012,17,2,2
Corinthians SP,Internacional,1-0,Tite,Fernandão,2012,17,1,0
Figueirense,Santos FC,1-3,Hélio dos Anjos,Muricy Ramalho,2012,17,1,3
Fluminense RJ,Sport Club Recife,1-0,Abel Braga,Vágner Mancini,2012,18,1,0
Clube Náutico,EC Bahia,1-0,Alexandre Gallo,Falcão,2012,18,1,0
São Paulo FC,Ponte Preta,3-0,Mílton Cruz,Gilson Kleina,2012,18,3,0
Santos FC,Corinthians SP,3-2,Muricy Ramalho,Tite,2012,18,3,2
Grêmio Porto Alegre,Figueirense,4-0,Vanderlei Luxemburgo,Hélio dos Anjos,2012,18,4,0
Atlético Mineiro,Botafogo RJ,3-2,Cuca,Oswaldo de Oliveira,2012,18,3,2
Coritiba FC,Cruzeiro EC,4-0,Marcelo Oliveira,Celso Roth,2012,18,4,0
Flamengo RJ,Vasco da Gama,1-0,Dorival Júnior,Cristovão Borges,2012,18,1,0
Portuguesa (SP),Internacional,1-1,Geninho,Fernandão,2012,18,1,1
Atlético GO,SE Palmeiras,2-1,Adilson Batista,Luiz Felipe Scolari,2012,18,2,1
Vasco da Gama,Fluminense RJ,1-2,Cristovão Borges,Abel Braga,2012,19,1,2
SE Palmeiras,Santos FC,1-2,Luiz Felipe Scolari,Muricy Ramalho,2012,19,1,2
Ponte Preta,Portuguesa (SP),2-1,Gilson Kleina,Geninho,2012,19,2,1
Botafogo RJ,Flamengo RJ,0-0,Oswaldo de Oliveira,Dorival Júnior,2012,19,0,0
Corinthians SP,São Paulo FC,1-2,Tite,Mílton Cruz,2012,19,1,2
Internacional,Grêmio Porto Alegre,0-1,Fernandão,Vanderlei Luxemburgo,2012,19,0,1
Figueirense,Coritiba FC,3-1,???,Marcelo Oliveira,2012,19,3,1
Cruzeiro EC,Atlético Mineiro,2-2,Celso Roth,Cuca,2012,19,2,2
Sport Club Recife,Clube Náutico,0-0,Vágner Mancini,Alexandre Gallo,2012,19,0,0
EC Bahia,Atlético GO,1-1,Falcão,Adilson Batista,2012,19,1,1
Santos FC,EC Bahia,1-3,Muricy Ramalho,Falcão,2012,20,1,3
Coritiba FC,Internacional,1-0,Marcelo Oliveira,Fernandão,2012,20,1,0
Atlético Mineiro,Ponte Preta,2-2,Cuca,Gilson Kleina,2012,20,2,2
Portuguesa (SP),SE Palmeiras,3-0,Geninho,Luiz Felipe Scolari,2012,20,3,0
Clube Náutico,Figueirense,3-2,Alexandre Gallo,???,2012,20,3,2
Fluminense RJ,Corinthians SP,1-1,Abel Braga,Tite,2012,20,1,1
Grêmio Porto Alegre,Vasco da Gama,2-0,Vanderlei Luxemburgo,Cristovão Borges,2012,20,2,0
Atlético GO,Cruzeiro EC,0-2,Adilson Batista,Celso Roth,2012,20,0,2
Flamengo RJ,Sport Club Recife,1-1,Dorival Júnior,Vágner Mancini,2012,20,1,1
São Paulo FC,Botafogo RJ,4-0,Mílton Cruz,Oswaldo de Oliveira,2012,20,4,0
SE Palmeiras,Grêmio Porto Alegre,0-0,Luiz Felipe Scolari,Vanderlei Luxemburgo,2012,21,0,0
Figueirense,Fluminense RJ,2-2,???,Abel Braga,2012,21,2,2
Vasco da Gama,Portuguesa (SP),2-0,Cristovão Borges,Geninho,2012,21,2,0
Corinthians SP,Atlético Mineiro,1-0,Tite,Cuca,2012,21,1,0
Internacional,Flamengo RJ,4-1,Fernandão,Dorival Júnior,2012,21,4,1
Sport Club Recife,Santos FC,2-1,Vágner Mancini,Muricy Ramalho,2012,21,2,1
EC Bahia,São Paulo FC,1-0,Falcão,Mílton Cruz,2012,21,1,0
Botafogo RJ,Coritiba FC,2-0,Oswaldo de Oliveira,Marcelo Oliveira,2012,21,2,0
Cruzeiro EC,Clube Náutico,3-0,Celso Roth,Alexandre Gallo,2012,21,3,0
Ponte Preta,Atlético GO,3-1,Gilson Kleina,Adilson Batista,2012,21,3,1
Flamengo RJ,Ponte Preta,0-1,Dorival Júnior,Gilson Kleina,2012,22,0,1
Portuguesa (SP),Coritiba FC,3-0,Geninho,Marcelo Oliveira,2012,22,3,0
Clube Náutico,Vasco da Gama,1-1,Alexandre Gallo,Cristovão Borges,2012,22,1,1
EC Bahia,Atlético Mineiro,0-0,Falcão,Cuca,2012,22,0,0
Grêmio Porto Alegre,Atlético GO,2-1,Vanderlei Luxemburgo,Adilson Batista,2012,22,2,1
São Paulo FC,Internacional,1-1,Mílton Cruz,Fernandão,2012,22,1,1
Cruzeiro EC,Botafogo RJ,1-3,Celso Roth,Oswaldo de Oliveira,2012,22,1,3
Figueirense,Corinthians SP,1-0,???,Tite,2012,22,1,0
Fluminense RJ,Santos FC,3-1,Abel Braga,Muricy Ramalho,2012,22,3,1
SE Palmeiras,Sport Club Recife,3-1,Luiz Felipe Scolari,Vágner Mancini,2012,22,3,1
Ponte Preta,Figueirense,2-2,Gilson Kleina,???,2012,23,2,2
Coritiba FC,Flamengo RJ,3-0,Marquinhos Santos,Dorival Júnior,2012,23,3,0
Corinthians SP,Grêmio Porto Alegre,3-1,Tite,Vanderlei Luxemburgo,2012,23,3,1
Botafogo RJ,Clube Náutico,3-1,Oswaldo de Oliveira,Alexandre Gallo,2012,23,3,1
Santos FC,São Paulo FC,0-0,Muricy Ramalho,Mílton Cruz,2012,23,0,0
Internacional,Fluminense RJ,0-1,Fernandão,Abel Braga,2012,23,0,1
Vasco da Gama,EC Bahia,0-4,Cristovão Borges,Falcão,2012,23,0,4
Atlético Mineiro,SE Palmeiras,3-0,Cuca,Luiz Felipe Scolari,2012,23,3,0
Sport Club Recife,Cruzeiro EC,2-1,Vágner Mancini,Celso Roth,2012,23,2,1
Atlético GO,Portuguesa (SP),1-1,Adilson Batista,Geninho,2012,23,1,1
Corinthians SP,Ponte Preta,1-1,Tite,Gilson Kleina,2012,24,1,1
Portuguesa (SP),Fluminense RJ,0-2,Geninho,Abel Braga,2012,24,0,2
Figueirense,Cruzeiro EC,2-0,???,Celso Roth,2012,24,2,0
Sport Club Recife,EC Bahia,1-1,Vágner Mancini,Falcão,2012,24,1,1
Atlético GO,Coritiba FC,1-2,Adilson Batista,Marquinhos Santos,2012,24,1,2
Vasco da Gama,SE Palmeiras,3-1,Marcelo Oliveira,Luiz Felipe Scolari,2012,24,3,1
Santos FC,Flamengo RJ,2-0,Muricy Ramalho,Dorival Júnior,2012,24,2,0
Atlético Mineiro,São Paulo FC,1-0,Cuca,Mílton Cruz,2012,24,1,0
Botafogo RJ,Internacional,1-1,Oswaldo de Oliveira,Fernandão,2012,24,1,1
Grêmio Porto Alegre,Clube Náutico,2-0,Vanderlei Luxemburgo,Alexandre Gallo,2012,24,2,0
Fluminense RJ,Atlético GO,1-2,Abel Braga,Adilson Batista,2012,25,1,2
São Paulo FC,Portuguesa (SP),3-1,Mílton Cruz,Geninho,2012,25,3,1
SE Palmeiras,Corinthians SP,0-2,???,Tite,2012,25,0,2
Cruzeiro EC,Vasco da Gama,1-1,Celso Roth,Marcelo Oliveira,2012,25,1,1
Coritiba FC,Santos FC,1-2,Marquinhos Santos,Muricy Ramalho,2012,25,1,2
Clube Náutico,Atlético Mineiro,1-0,Alexandre Gallo,Cuca,2012,25,1,0
EC Bahia,Figueirense,2-1,Falcão,???,2012,25,2,1
Flamengo RJ,Grêmio Porto Alegre,1-1,Dorival Júnior,Vanderlei Luxemburgo,2012,25,1,1
Internacional,Sport Club Recife,2-2,Fernandão,Vágner Mancini,2012,25,2,2
Ponte Preta,Botafogo RJ,0-0,Gilson Kleina,Oswaldo de Oliveira,2012,25,0,0
Fluminense RJ,Clube Náutico,2-1,Abel Braga,Alexandre Gallo,2012,26,2,1
Figueirense,SE Palmeiras,1-3,???,Gilson Kleina,2012,26,1,3
Santos FC,Portuguesa (SP),1-3,Muricy Ramalho,Geninho,2012,26,1,3
Botafogo RJ,Corinthians SP,2-2,Oswaldo de Oliveira,Tite,2012,26,2,2
São Paulo FC,Cruzeiro EC,1-0,Mílton Cruz,Celso Roth,2012,26,1,0
Ponte Preta,Vasco da Gama,0-0,Guto Ferreira,Marcelo Oliveira,2012,26,0,0
Atlético GO,Flamengo RJ,1-2,Adilson Batista,Dorival Júnior,2012,26,1,2
Internacional,EC Bahia,3-1,Fernandão,Falcão,2012,26,3,1
Atlético Mineiro,Grêmio Porto Alegre,0-0,Cuca,Vanderlei Luxemburgo,2012,26,0,0
Sport Club Recife,Coritiba FC,1-0,Vágner Mancini,Marquinhos Santos,2012,26,1,0
Vasco da Gama,Figueirense,3-1,Marcelo Oliveira,???,2012,27,3,1
Cruzeiro EC,Internacional,0-0,Celso Roth,Fernandão,2012,27,0,0
Portuguesa (SP),Atlético Mineiro,1-1,Geninho,Cuca,2012,27,1,1
Clube Náutico,Atlético GO,2-0,Alexandre Gallo,Adilson Batista,2012,27,2,0
SE Palmeiras,Ponte Preta,3-0,Gilson Kleina,Guto Ferreira,2012,27,3,0
Flamengo RJ,Fluminense RJ,0-1,Dorival Júnior,Abel Braga,2012,27,0,1
Corinthians SP,Sport Club Recife,3-0,Tite,Vágner Mancini,2012,27,3,0
Coritiba FC,São Paulo FC,1-1,Marquinhos Santos,Mílton Cruz,2012,27,1,1
EC Bahia,Botafogo RJ,2-0,Falcão,Oswaldo de Oliveira,2012,27,2,0
Grêmio Porto Alegre,Santos FC,1-1,Vanderlei Luxemburgo,Muricy Ramalho,2012,27,1,1
Flamengo RJ,EC Bahia,0-0,Dorival Júnior,Falcão,2012,28,0,0
Portuguesa (SP),Sport Club Recife,5-1,Geninho,Vágner Mancini,2012,28,5,1
Coritiba FC,Ponte Preta,1-0,Marquinhos Santos,Guto Ferreira,2012,28,1,0
São Paulo FC,SE Palmeiras,3-0,Mílton Cruz,Gilson Kleina,2012,28,3,0
Santos FC,Internacional,1-1,Muricy Ramalho,Fernandão,2012,28,1,1
Clube Náutico,Corinthians SP,2-1,Alexandre Gallo,Tite,2012,28,2,1
Atlético GO,Vasco da Gama,0-1,Adilson Batista,Marcelo Oliveira,2012,28,0,1
Fluminense RJ,Botafogo RJ,1-0,Abel Braga,Oswaldo de Oliveira,2012,28,1,0
Grêmio Porto Alegre,Cruzeiro EC,2-1,Vanderlei Luxemburgo,Celso Roth,2012,28,2,1
Atlético Mineiro,Figueirense,6-0,Cuca,???,2012,28,6,0
Botafogo RJ,Santos FC,0-2,Oswaldo de Oliveira,Muricy Ramalho,2012,29,0,2
Cruzeiro EC,Portuguesa (SP),2-0,Celso Roth,Geninho,2012,29,2,0
Ponte Preta,Clube Náutico,2-1,Guto Ferreira,Alexandre Gallo,2012,29,2,1
Figueirense,Atlético GO,3-1,???,Adilson Batista,2012,29,3,1
EC Bahia,Fluminense RJ,0-2,Falcão,Abel Braga,2012,29,0,2
Vasco da Gama,São Paulo FC,0-2,Marcelo Oliveira,Mílton Cruz,2012,29,0,2
Corinthians SP,Flamengo RJ,3-2,Tite,Dorival Júnior,2012,29,3,2
Internacional,Atlético Mineiro,3-0,Fernandão,Cuca,2012,29,3,0
SE Palmeiras,Coritiba FC,0-1,Gilson Kleina,Marquinhos Santos,2012,29,0,1
Sport Club Recife,Grêmio Porto Alegre,1-3,Vágner Mancini,Vanderlei Luxemburgo,2012,29,1,3
Flamengo RJ,Cruzeiro EC,1-1,Dorival Júnior,Celso Roth,2012,30,1,1
Atlético GO,Internacional,3-1,Adilson Batista,Fernandão,2012,30,3,1
Portuguesa (SP),Corinthians SP,1-1,Geninho,Tite,2012,30,1,1
Santos FC,Vasco da Gama,2-0,Muricy Ramalho,Marcelo Oliveira,2012,30,2,0
São Paulo FC,Figueirense,2-0,Mílton Cruz,???,2012,30,2,0
Atlético Mineiro,Sport Club Recife,2-1,Cuca,Vágner Mancini,2012,30,2,1
Coritiba FC,EC Bahia,2-1,Marquinhos Santos,Falcão,2012,30,2,1
Clube Náutico,SE Palmeiras,1-0,Alexandre Gallo,Gilson Kleina,2012,30,1,0
Fluminense RJ,Ponte Preta,2-1,Abel Braga,Guto Ferreira,2012,30,2,1
Grêmio Porto Alegre,Botafogo RJ,1-1,Vanderlei Luxemburgo,Oswaldo de Oliveira,2012,30,1,1
Fluminense RJ,Grêmio Porto Alegre,2-2,Abel Braga,Vanderlei Luxemburgo,2012,31,2,2
Internacional,Figueirense,2-3,Fernandão,???,2012,31,2,3
Coritiba FC,Clube Náutico,2-1,Marquinhos Santos,Alexandre Gallo,2012,31,2,1
EC Bahia,SE Palmeiras,0-1,Falcão,Gilson Kleina,2012,31,0,1
Santos FC,Atlético Mineiro,2-2,Muricy Ramalho,Cuca,2012,31,2,2
Cruzeiro EC,Corinthians SP,2-0,Celso Roth,Tite,2012,31,2,0
Portuguesa (SP),Flamengo RJ,0-0,Geninho,Dorival Júnior,2012,31,0,0
Botafogo RJ,Vasco da Gama,3-2,Oswaldo de Oliveira,Marcelo Oliveira,2012,31,3,2
São Paulo FC,Atlético GO,2-0,Mílton Cruz,Adilson Batista,2012,31,2,0
Sport Club Recife,Ponte Preta,3-1,Vágner Mancini,Guto Ferreira,2012,31,3,1
SE Palmeiras,Cruzeiro EC,2-0,Gilson Kleina,Celso Roth,2012,32,2,0
Corinthians SP,EC Bahia,1-1,Tite,Falcão,2012,32,1,1
Grêmio Porto Alegre,Coritiba FC,0-0,Vanderlei Luxemburgo,Marquinhos Santos,2012,32,0,0
Flamengo RJ,São Paulo FC,1-0,Dorival Júnior,Mílton Cruz,2012,32,1,0
Atlético Mineiro,Fluminense RJ,3-2,Cuca,Abel Braga,2012,32,3,2
Clube Náutico,Portuguesa (SP),0-0,Alexandre Gallo,Geninho,2012,32,0,0
Ponte Preta,Santos FC,1-0,Guto Ferreira,Muricy Ramalho,2012,32,1,0
Atlético GO,Sport Club Recife,0-1,Adilson Batista,Vágner Mancini,2012,32,0,1
Vasco da Gama,Internacional,1-2,Marcelo Oliveira,Fernandão,2012,32,1,2
Figueirense,Botafogo RJ,0-2,???,Oswaldo de Oliveira,2012,32,0,2
Fluminense RJ,Coritiba FC,2-1,Abel Braga,Marquinhos Santos,2012,33,2,1
Santos FC,Clube Náutico,0-0,Muricy Ramalho,Alexandre Gallo,2012,33,0,0
Ponte Preta,Cruzeiro EC,1-0,Guto Ferreira,Celso Roth,2012,33,1,0
Corinthians SP,Vasco da Gama,1-0,Tite,Marcelo Oliveira,2012,33,1,0
Internacional,SE Palmeiras,2-1,Fernandão,Gilson Kleina,2012,33,2,1
Botafogo RJ,Atlético GO,4-0,Oswaldo de Oliveira,Adilson Batista,2012,33,4,0
Figueirense,Portuguesa (SP),0-0,???,Geninho,2012,33,0,0
Sport Club Recife,São Paulo FC,2-4,Vágner Mancini,Mílton Cruz,2012,33,2,4
EC Bahia,Grêmio Porto Alegre,1-1,Falcão,Vanderlei Luxemburgo,2012,33,1,1
Atlético Mineiro,Flamengo RJ,1-1,Cuca,Dorival Júnior,2012,33,1,1
Grêmio Porto Alegre,Ponte Preta,1-0,Vanderlei Luxemburgo,Guto Ferreira,2012,34,1,0
Cruzeiro EC,Santos FC,0-4,Celso Roth,Muricy Ramalho,2012,34,0,4
Flamengo RJ,Figueirense,1-0,Dorival Júnior,???,2012,34,1,0
Vasco da Gama,Sport Club Recife,0-3,Marcelo Oliveira,Vágner Mancini,2012,34,0,3
SE Palmeiras,Botafogo RJ,2-2,Gilson Kleina,Oswaldo de Oliveira,2012,34,2,2
São Paulo FC,Fluminense RJ,1-1,Mílton Cruz,Abel Braga,2012,34,1,1
Atlético GO,Corinthians SP,0-2,Adilson Batista,Tite,2012,34,0,2
Portuguesa (SP),EC Bahia,0-1,Geninho,Falcão,2012,34,0,1
Coritiba FC,Atlético Mineiro,1-0,Marquinhos Santos,Cuca,2012,34,1,0
Clube Náutico,Internacional,3-0,Alexandre Gallo,Fernandão,2012,34,3,0
Botafogo RJ,Portuguesa (SP),3-0,Oswaldo de Oliveira,Geninho,2012,35,3,0
Atlético GO,Santos FC,2-1,Adilson Batista,Muricy Ramalho,2012,35,2,1
Corinthians SP,Coritiba FC,5-1,Tite,Marquinhos Santos,2012,35,5,1
Vasco da Gama,Atlético Mineiro,1-1,???,Cuca,2012,35,1,1
SE Palmeiras,Fluminense RJ,2-3,Gilson Kleina,Abel Braga,2012,35,2,3
Grêmio Porto Alegre,São Paulo FC,2-1,Vanderlei Luxemburgo,Mílton Cruz,2012,35,2,1
