team_1,team_2,score,manager_1,manager_2,season,game_week,team_1_score,team_2_score
Corinthians SP,Atlético Mineiro,2-0,Mano Menezes,Celso Roth,2009,19,2,0
Grêmio Porto Alegre,Flamengo RJ,4-1,Paulo Autuori,Andrade,2009,19,4,1
Fluminense RJ,Coritiba FC,1-3,Renato Gaúcho,Ney Franco,2009,19,1,3
Goiás EC,EC Vitória BA,3-2,Hélio dos Anjos,Vágner Mancini,2009,19,3,2
Sport Club Recife,São Paulo FC,1-2,Péricles Chamusca,Ricardo Gomes,2009,19,1,2
Atlético Paranaense,Grêmio Barueri,3-0,Antônio Lopes,Diego Cerri,2009,19,3,0
Cruzeiro EC,Santos FC,0-0,Adilson Batista,Vanderlei Luxemburgo,2009,19,0,0
Santos FC,Grêmio Porto Alegre,1-0,Vanderlei Luxemburgo,Paulo Autuori,2009,20,1,0
EC Vitória BA,Atlético Paranaense,2-1,Vágner Mancini,Antônio Lopes,2009,20,2,1
Botafogo RJ,Santo André EC,1-2,Estevam Soares,Alexandre Gallo,2009,20,1,2
Grêmio Barueri,Sport Club Recife,2-1,Diego Cerri,Péricles Chamusca,2009,20,2,1
São Paulo FC,Fluminense RJ,1-0,Ricardo Gomes,Renato Gaúcho,2009,20,1,0
Coritiba FC,SE Palmeiras,1-0,Ney Franco,Muricy Ramalho,2009,20,1,0
Internacional,Corinthians SP,1-2,Tite,Mano Menezes,2009,20,1,2
Flamengo RJ,Cruzeiro EC,1-2,Andrade,Adilson Batista,2009,20,1,2
Clube Náutico,Goiás EC,2-0,Geninho,Hélio dos Anjos,2009,20,2,0
Atlético Mineiro,Avaí FC,2-2,Celso Roth,Paulo Silas,2009,20,2,2
SE Palmeiras,Internacional,2-1,Muricy Ramalho,Tite,2009,21,2,1
Santo André EC,Coritiba FC,1-0,Alexandre Gallo,Ney Franco,2009,21,1,0
Sport Club Recife,EC Vitória BA,2-0,Péricles Chamusca,Vágner Mancini,2009,21,2,0
Corinthians SP,Botafogo RJ,3-3,Mano Menezes,Estevam Soares,2009,21,3,3
Atlético Paranaense,São Paulo FC,1-0,Antônio Lopes,Ricardo Gomes,2009,21,1,0
Grêmio Porto Alegre,Atlético Mineiro,4-1,Paulo Autuori,Celso Roth,2009,21,4,1
Fluminense RJ,Grêmio Barueri,0-0,Renato Gaúcho,Diego Cerri,2009,21,0,0
Goiás EC,Santos FC,2-1,Hélio dos Anjos,Vanderlei Luxemburgo,2009,21,2,1
Cruzeiro EC,Clube Náutico,4-2,Adilson Batista,Geninho,2009,21,4,2
Avaí FC,Flamengo RJ,3-0,Paulo Silas,Andrade,2009,21,3,0
Grêmio Barueri,Corinthians SP,2-2,Diego Cerri,Mano Menezes,2009,22,2,2
Coritiba FC,Avaí FC,2-0,Ney Franco,Paulo Silas,2009,22,2,0
Flamengo RJ,Santo André EC,3-0,Andrade,Alexandre Gallo,2009,22,3,0
Clube Náutico,Atlético Paranaense,3-0,Geninho,Antônio Lopes,2009,22,3,0
São Paulo FC,SE Palmeiras,0-0,Ricardo Gomes,Muricy Ramalho,2009,22,0,0
Santos FC,Fluminense RJ,2-0,Vanderlei Luxemburgo,Renato Gaúcho,2009,22,2,0
Atlético Mineiro,Sport Club Recife,1-1,Celso Roth,Péricles Chamusca,2009,22,1,1
Internacional,Goiás EC,4-0,Tite,Hélio dos Anjos,2009,22,4,0
EC Vitória BA,Cruzeiro EC,3-3,Vágner Mancini,Adilson Batista,2009,22,3,3
Botafogo RJ,Grêmio Porto Alegre,3-3,Estevam Soares,Paulo Autuori,2009,22,3,3
Corinthians SP,Santos FC,2-1,Mano Menezes,Vanderlei Luxemburgo,2009,23,2,1
SE Palmeiras,Grêmio Barueri,2-1,Muricy Ramalho,Diego Cerri,2009,23,2,1
Grêmio Porto Alegre,EC Vitória BA,1-1,Paulo Autuori,Vágner Mancini,2009,23,1,1
Sport Club Recife,Botafogo RJ,2-1,Péricles Chamusca,Estevam Soares,2009,23,2,1
Atlético Paranaense,Flamengo RJ,0-0,Antônio Lopes,Andrade,2009,23,0,0
Goiás EC,Coritiba FC,2-2,Hélio dos Anjos,Ney Franco,2009,23,2,2
Cruzeiro EC,São Paulo FC,1-2,Adilson Batista,Ricardo Gomes,2009,23,1,2
Santo André EC,Atlético Mineiro,1-2,???,Celso Roth,2009,23,1,2
Fluminense RJ,Clube Náutico,1-1,Cuca,Geninho,2009,23,1,1
Avaí FC,Internacional,0-2,Paulo Silas,Tite,2009,23,0,2
São Paulo FC,Avaí FC,2-0,Ricardo Gomes,Paulo Silas,2009,24,2,0
Flamengo RJ,Sport Club Recife,3-0,Andrade,Péricles Chamusca,2009,24,3,0
Santos FC,Santo André EC,1-0,Vanderlei Luxemburgo,Sérgio Soares,2009,24,1,0
Internacional,Cruzeiro EC,2-3,Tite,Adilson Batista,2009,24,2,3
EC Vitória BA,SE Palmeiras,3-2,Vágner Mancini,Muricy Ramalho,2009,24,3,2
Atlético Mineiro,Atlético Paranaense,2-1,Celso Roth,Antônio Lopes,2009,24,2,1
Grêmio Barueri,Goiás EC,3-1,Diego Cerri,Hélio dos Anjos,2009,24,3,1
Clube Náutico,Grêmio Porto Alegre,0-2,Geninho,Paulo Autuori,2009,24,0,2
Botafogo RJ,Fluminense RJ,0-0,Estevam Soares,Cuca,2009,24,0,0
Coritiba FC,Corinthians SP,1-1,Ney Franco,Mano Menezes,2009,24,1,1
Atlético Paranaense,Sport Club Recife,1-0,Antônio Lopes,Péricles Chamusca,2009,25,1,0
EC Vitória BA,Internacional,2-0,Vágner Mancini,Tite,2009,25,2,0
Clube Náutico,Atlético Mineiro,0-0,Geninho,Celso Roth,2009,25,0,0
Santo André EC,São Paulo FC,1-1,Sérgio Soares,Ricardo Gomes,2009,25,1,1
Grêmio Porto Alegre,Fluminense RJ,5-1,Paulo Autuori,Cuca,2009,25,5,1
Avaí FC,Grêmio Barueri,4-0,Paulo Silas,Diego Cerri,2009,25,4,0
Corinthians SP,Goiás EC,1-4,Mano Menezes,Hélio dos Anjos,2009,25,1,4
Flamengo RJ,Coritiba FC,3-0,Andrade,Ney Franco,2009,25,3,0
Santos FC,Botafogo RJ,0-0,Vanderlei Luxemburgo,Estevam Soares,2009,25,0,0
Cruzeiro EC,SE Palmeiras,1-2,Adilson Batista,Muricy Ramalho,2009,25,1,2
SE Palmeiras,Atlético Paranaense,2-1,Muricy Ramalho,Antônio Lopes,2009,26,2,1
Grêmio Barueri,Cruzeiro EC,0-1,Diego Cerri,Adilson Batista,2009,26,0,1
São Paulo FC,Corinthians SP,1-1,Ricardo Gomes,Mano Menezes,2009,26,1,1
Coritiba FC,Clube Náutico,2-0,Ney Franco,Geninho,2009,26,2,0
Internacional,Flamengo RJ,0-0,Tite,Andrade,2009,26,0,0
Fluminense RJ,Avaí FC,3-2,Cuca,Paulo Silas,2009,26,3,2
Goiás EC,Grêmio Porto Alegre,2-1,Hélio dos Anjos,Paulo Autuori,2009,26,2,1
Sport Club Recife,Santo André EC,2-1,Péricles Chamusca,Sérgio Soares,2009,26,2,1
Atlético Mineiro,Santos FC,3-1,Celso Roth,Vanderlei Luxemburgo,2009,26,3,1
Botafogo RJ,EC Vitória BA,1-3,Estevam Soares,Vágner Mancini,2009,26,1,3
Clube Náutico,São Paulo FC,1-2,Geninho,Ricardo Gomes,2009,27,1,2
Corinthians SP,Atlético Paranaense,1-3,Mano Menezes,Antônio Lopes,2009,27,1,3
Santo André EC,EC Vitória BA,1-0,Sérgio Soares,Vágner Mancini,2009,27,1,0
Atlético Mineiro,Grêmio Barueri,2-1,Celso Roth,Diego Cerri,2009,27,2,1
Santos FC,SE Palmeiras,1-3,Vanderlei Luxemburgo,Muricy Ramalho,2009,27,1,3
Grêmio Porto Alegre,Sport Club Recife,3-3,Paulo Autuori,Péricles Chamusca,2009,27,3,3
Goiás EC,Botafogo RJ,1-3,Hélio dos Anjos,Estevam Soares,2009,27,1,3
Coritiba FC,Internacional,2-0,Ney Franco,Tite,2009,27,2,0
Flamengo RJ,Fluminense RJ,2-0,Andrade,Cuca,2009,27,2,0
Avaí FC,Cruzeiro EC,2-2,Paulo Silas,Adilson Batista,2009,27,2,2
Grêmio Barueri,Santo André EC,0-0,Diego Cerri,Sérgio Soares,2009,28,0,0
Sport Club Recife,Santos FC,0-1,Péricles Chamusca,Vanderlei Luxemburgo,2009,28,0,1
São Paulo FC,Coritiba FC,2-2,Ricardo Gomes,Ney Franco,2009,28,2,2
Atlético Paranaense,Grêmio Porto Alegre,0-0,Antônio Lopes,Paulo Autuori,2009,28,0,0
Internacional,Clube Náutico,3-1,Mário Sérgio,Geninho,2009,28,3,1
Fluminense RJ,Corinthians SP,1-1,Cuca,Mano Menezes,2009,28,1,1
EC Vitória BA,Flamengo RJ,3-3,Vágner Mancini,Andrade,2009,28,3,3
SE Palmeiras,Avaí FC,2-2,Muricy Ramalho,Paulo Silas,2009,28,2,2
Cruzeiro EC,Goiás EC,3-0,Adilson Batista,Hélio dos Anjos,2009,28,3,0
Botafogo RJ,Atlético Mineiro,3-1,Estevam Soares,Celso Roth,2009,28,3,1
Corinthians SP,Grêmio Porto Alegre,2-1,Mano Menezes,Paulo Autuori,2009,29,2,1
Santo André EC,Fluminense RJ,1-2,Sérgio Soares,Cuca,2009,29,1,2
Flamengo RJ,São Paulo FC,2-1,Andrade,Ricardo Gomes,2009,29,2,1
Coritiba FC,Grêmio Barueri,1-2,Ney Franco,Diego Cerri,2009,29,1,2
Internacional,Atlético Paranaense,1-1,Mário Sérgio,Antônio Lopes,2009,29,1,1
Santos FC,EC Vitória BA,0-0,Vanderlei Luxemburgo,Vágner Mancini,2009,29,0,0
Goiás EC,Sport Club Recife,1-1,Hélio dos Anjos,Péricles Chamusca,2009,29,1,1
Clube Náutico,SE Palmeiras,3-0,Geninho,Muricy Ramalho,2009,29,3,0
Atlético Mineiro,Cruzeiro EC,0-1,Celso Roth,Adilson Batista,2009,29,0,1
Botafogo RJ,Avaí FC,2-2,Estevam Soares,Paulo Silas,2009,29,2,2
São Paulo FC,Atlético Mineiro,0-1,Ricardo Gomes,Celso Roth,2009,30,0,1
Grêmio Barueri,Santos FC,0-0,Diego Cerri,Vanderlei Luxemburgo,2009,30,0,0
Avaí FC,Goiás EC,2-1,Paulo Silas,Hélio dos Anjos,2009,30,2,1
SE Palmeiras,Flamengo RJ,0-2,Muricy Ramalho,Andrade,2009,30,0,2
Grêmio Porto Alegre,Coritiba FC,2-0,Paulo Autuori,Ney Franco,2009,30,2,0
Fluminense RJ,Internacional,2-2,Cuca,Mário Sérgio,2009,30,2,2
Sport Club Recife,Corinthians SP,2-0,Péricles Chamusca,Mano Menezes,2009,30,2,0
Atlético Paranaense,Santo André EC,3-0,Antônio Lopes,Sérgio Soares,2009,30,3,0
EC Vitória BA,Clube Náutico,3-1,Vágner Mancini,Geninho,2009,30,3,1
Cruzeiro EC,Botafogo RJ,1-0,Adilson Batista,Estevam Soares,2009,30,1,0
Santo André EC,SE Palmeiras,2-0,Sérgio Soares,Muricy Ramalho,2009,31,2,0
Clube Náutico,Grêmio Barueri,2-1,Geninho,Diego Cerri,2009,31,2,1
Atlético Mineiro,EC Vitória BA,1-0,Celso Roth,Vágner Mancini,2009,31,1,0
Santos FC,São Paulo FC,3-4,Vanderlei Luxemburgo,Ricardo Gomes,2009,31,3,4
Coritiba FC,Atlético Paranaense,3-2,Ney Franco,Antônio Lopes,2009,31,3,2
Internacional,Grêmio Porto Alegre,1-0,Mário Sérgio,Paulo Autuori,2009,31,1,0
Goiás EC,Fluminense RJ,2-2,Hélio dos Anjos,Cuca,2009,31,2,2
Corinthians SP,Cruzeiro EC,0-1,Mano Menezes,Adilson Batista,2009,31,0,1
Botafogo RJ,Flamengo RJ,0-1,Estevam Soares,Andrade,2009,31,0,1
Avaí FC,Sport Club Recife,2-2,Paulo Silas,Péricles Chamusca,2009,31,2,2
Atlético Paranaense,Santos FC,1-1,Antônio Lopes,Vanderlei Luxemburgo,2009,32,1,1
Botafogo RJ,Clube Náutico,1-0,Estevam Soares,Geninho,2009,32,1,0
Grêmio Porto Alegre,Avaí FC,3-1,Paulo Autuori,Paulo Silas,2009,32,3,1
Cruzeiro EC,Santo André EC,3-2,Adilson Batista,Sérgio Soares,2009,32,3,2
São Paulo FC,Internacional,1-0,Ricardo Gomes,Mário Sérgio,2009,32,1,0
Grêmio Barueri,Flamengo RJ,2-0,Goiano,Andrade,2009,32,2,0
EC Vitória BA,Corinthians SP,0-1,Vágner Mancini,Mano Menezes,2009,32,0,1
SE Palmeiras,Goiás EC,4-0,Muricy Ramalho,Hélio dos Anjos,2009,32,4,0
Fluminense RJ,Atlético Mineiro,2-1,Cuca,Celso Roth,2009,32,2,1
Sport Club Recife,Coritiba FC,1-1,Péricles Chamusca,Ney Franco,2009,32,1,1
São Paulo FC,Grêmio Barueri,1-0,Ricardo Gomes,Goiano,2009,33,1,0
Flamengo RJ,Santos FC,1-0,Andrade,Vanderlei Luxemburgo,2009,33,1,0
Avaí FC,Atlético Paranaense,2-0,Paulo Silas,Antônio Lopes,2009,33,2,0
SE Palmeiras,Corinthians SP,2-2,Muricy Ramalho,Mano Menezes,2009,33,2,2
Coritiba FC,EC Vitória BA,1-0,Ney Franco,Vágner Mancini,2009,33,1,0
Internacional,Botafogo RJ,0-1,Mário Sérgio,Estevam Soares,2009,33,0,1
Goiás EC,Atlético Mineiro,2-3,Hélio dos Anjos,Celso Roth,2009,33,2,3
Santo André EC,Grêmio Porto Alegre,2-0,Sérgio Soares,Paulo Autuori,2009,33,2,0
Clube Náutico,Sport Club Recife,3-2,Geninho,Péricles Chamusca,2009,33,3,2
Cruzeiro EC,Fluminense RJ,2-3,Adilson Batista,Cuca,2009,33,2,3
Grêmio Porto Alegre,São Paulo FC,1-1,Paulo Autuori,Ricardo Gomes,2009,34,1,1
Santos FC,Clube Náutico,3-1,Vanderlei Luxemburgo,Geninho,2009,34,3,1
EC Vitória BA,Avaí FC,0-1,Vágner Mancini,Paulo Silas,2009,34,0,1
Sport Club Recife,Cruzeiro EC,2-3,Péricles Chamusca,Adilson Batista,2009,34,2,3
Corinthians SP,Santo André EC,2-0,Mano Menezes,Sérgio Soares,2009,34,2,0
Fluminense RJ,SE Palmeiras,1-0,Cuca,Muricy Ramalho,2009,34,1,0
Atlético Mineiro,Flamengo RJ,1-3,Celso Roth,Andrade,2009,34,1,3
Grêmio Barueri,Internacional,1-1,Goiano,Mário Sérgio,2009,34,1,1
Atlético Paranaense,Goiás EC,2-0,Antônio Lopes,Hélio dos Anjos,2009,34,2,0
Botafogo RJ,Coritiba FC,2-0,Estevam Soares,Ney Franco,2009,34,2,0
SE Palmeiras,Sport Club Recife,2-2,Muricy Ramalho,Péricles Chamusca,2009,35,2,2
São Paulo FC,EC Vitória BA,2-0,Ricardo Gomes,Vágner Mancini,2009,35,2,0
Coritiba FC,Atlético Mineiro,2-1,Ney Franco,Celso Roth,2009,35,2,1
Cruzeiro EC,Grêmio Porto Alegre,1-1,Adilson Batista,???,2009,35,1,1
Grêmio Barueri,Botafogo RJ,3-0,Goiano,Estevam Soares,2009,35,3,0
Clube Náutico,Flamengo RJ,0-2,Geninho,Andrade,2009,35,0,2
Avaí FC,Corinthians SP,3-1,Paulo Silas,Mano Menezes,2009,35,3,1
Internacional,Santos FC,3-1,Mário Sérgio,Vanderlei Luxemburgo,2009,35,3,1
Fluminense RJ,Atlético Paranaense,2-1,Cuca,Antônio Lopes,2009,35,2,1
Goiás EC,Santo André EC,3-1,Hélio dos Anjos,Sérgio Soares,2009,35,3,1
Grêmio Porto Alegre,SE Palmeiras,2-0,???,Muricy Ramalho,2009,36,2,0
Corinthians SP,Clube Náutico,2-3,Mano Menezes,Geninho,2009,36,2,3
Atlético Paranaense,Cruzeiro EC,1-1,Antônio Lopes,Adilson Batista,2009,36,1,1
Santos FC,Coritiba FC,4-0,Vanderlei Luxemburgo,Ney Franco,2009,36,4,0
Santo André EC,Avaí FC,4-2,Sérgio Soares,Paulo Silas,2009,36,4,2
Sport Club Recife,Fluminense RJ,0-3,Péricles Chamusca,Cuca,2009,36,0,3
Botafogo RJ,São Paulo FC,3-2,Estevam Soares,Ricardo Gomes,2009,36,3,2
Flamengo RJ,Goiás EC,0-0,Andrade,Hélio dos Anjos,2009,36,0,0
EC Vitória BA,Grêmio Barueri,2-1,Vágner Mancini,Goiano,2009,36,2,1
Atlético Mineiro,Internacional,0-1,Celso Roth,Mário Sérgio,2009,36,0,1
Corinthians SP,Flamengo RJ,0-2,Mano Menezes,Andrade,2009,37,0,2
SE Palmeiras,Atlético Mineiro,3-1,Muricy Ramalho,Celso Roth,2009,37,3,1
Santo André EC,Clube Náutico,5-3,Sérgio Soares,Geninho,2009,37,5,3
Atlético Paranaense,Botafogo RJ,2-0,Antônio Lopes,Estevam Soares,2009,37,2,0
Grêmio Porto Alegre,Grêmio Barueri,4-2,???,Goiano,2009,37,4,2
Fluminense RJ,EC Vitória BA,4-0,Cuca,Vágner Mancini,2009,37,4,0
Goiás EC,São Paulo FC,4-2,Hélio dos Anjos,Ricardo Gomes,2009,37,4,2
Sport Club Recife,Internacional,1-2,Péricles Chamusca,Mário Sérgio,2009,37,1,2
Cruzeiro EC,Coritiba FC,4-1,Adilson Batista,Ney Franco,2009,37,4,1
Avaí FC,Santos FC,2-2,Paulo Silas,Vanderlei Luxemburgo,2009,37,2,2
Clube Náutico,Avaí FC,0-1,Geninho,Paulo Silas,2009,38,0,1
Atlético Mineiro,Corinthians SP,0-3,Celso Roth,Mano Menezes,2009,38,0,3
São Paulo FC,Sport Club Recife,4-0,Ricardo Gomes,Péricles Chamusca,2009,38,4,0
Santos FC,Cruzeiro EC,1-2,Vanderlei Luxemburgo,Adilson Batista,2009,38,1,2
Grêmio Barueri,Atlético Paranaense,0-0,Goiano,Antônio Lopes,2009,38,0,0
Coritiba FC,Fluminense RJ,1-1,Ney Franco,Cuca,2009,38,1,1
Internacional,Santo André EC,4-1,Mário Sérgio,Sérgio Soares,2009,38,4,1
Flamengo RJ,Grêmio Porto Alegre,2-1,Andrade,???,2009,38,2,1
EC Vitória BA,Goiás EC,2-2,Vágner Mancini,Hélio dos Anjos,2009,38,2,2
Botafogo RJ,SE Palmeiras,2-1,Estevam Soares,Muricy Ramalho,2009,38,2,1
Botafogo RJ,Santos FC,3-3,Joel Santana,Dorival Júnior,2010,1,3,3
Atlético GO,Grêmio Porto Alegre,0-0,Geninho,Paulo Silas,2010,1,0,0
SE Palmeiras,EC Vitória BA,1-0,Antônio Carlos,Ricardo Silva,2010,1,1,0
Flamengo RJ,São Paulo FC,1-1,Rogério,Ricardo Gomes,2010,1,1,1
Atlético Mineiro,Vasco da Gama,2-1,Vanderlei Luxemburgo,Gaúcho,2010,1,2,1
Internacional,Cruzeiro EC,1-2,Jorge Fossati,Adilson Batista,2010,1,1,2
Corinthians SP,Atlético Paranaense,2-1,Mano Menezes,Leandro Niehues,2010,1,2,1
Ceará SC,Fluminense RJ,1-0,Gusmão,Muricy Ramalho,2010,1,1,0
Guarani FC,Goiás EC,1-0,Vágner Mancini,Émerson Leão,2010,1,1,0
Avaí FC,Grêmio Prudente,6-1,Péricles Chamusca,Toninho Cecílio,2010,1,6,1
Fluminense RJ,Atlético GO,1-0,Muricy Ramalho,Geninho,2010,2,1,0
Grêmio Prudente,Atlético Mineiro,4-0,Toninho Cecílio,Vanderlei Luxemburgo,2010,2,4,0
EC Vitória BA,Flamengo RJ,1-1,Ricardo Silva,Rogério,2010,2,1,1
São Paulo FC,Botafogo RJ,1-2,Ricardo Gomes,Joel Santana,2010,2,1,2
Grêmio Porto Alegre,Corinthians SP,1-2,Paulo Silas,Mano Menezes,2010,2,1,2
Goiás EC,Internacional,2-3,Émerson Leão,Jorge Fossati,2010,2,2,3
Santos FC,Ceará SC,1-1,Dorival Júnior,???,2010,2,1,1
Vasco da Gama,SE Palmeiras,0-0,Gaúcho,Antônio Carlos,2010,2,0,0
Cruzeiro EC,Avaí FC,2-2,Adilson Batista,Péricles Chamusca,2010,2,2,2
Atlético Paranaense,Guarani FC,2-2,Leandro Niehues,Vágner Mancini,2010,2,2,2
Botafogo RJ,Goiás EC,3-0,Joel Santana,Émerson Leão,2010,3,3,0
Atlético GO,Santos FC,1-2,Geninho,Dorival Júnior,2010,3,1,2
SE Palmeiras,Grêmio Porto Alegre,4-2,Parraga,Paulo Silas,2010,3,4,2
Corinthians SP,Fluminense RJ,1-0,Mano Menezes,Muricy Ramalho,2010,3,1,0
Atlético Mineiro,Atlético Paranaense,3-1,Vanderlei Luxemburgo,Leandro Niehues,2010,3,3,1
Internacional,São Paulo FC,0-2,Jorge Fossati,Ricardo Gomes,2010,3,0,2
Ceará SC,EC Vitória BA,1-0,???,Ricardo Silva,2010,3,1,0
Avaí FC,Vasco da Gama,2-0,Péricles Chamusca,Celso Roth,2010,3,2,0
Flamengo RJ,Grêmio Prudente,3-1,Rogério,Toninho Cecílio,2010,3,3,1
Guarani FC,Cruzeiro EC,2-2,Vágner Mancini,Adilson Batista,2010,3,2,2
EC Vitória BA,Atlético Mineiro,4-3,Ricardo Silva,Vanderlei Luxemburgo,2010,4,4,3
Grêmio Porto Alegre,Avaí FC,3-0,Paulo Silas,Péricles Chamusca,2010,4,3,0
Fluminense RJ,Flamengo RJ,2-1,Muricy Ramalho,Rogério,2010,4,2,1
São Paulo FC,SE Palmeiras,1-0,Ricardo Gomes,Parraga,2010,4,1,0
Grêmio Prudente,Corinthians SP,2-2,Toninho Cecílio,Mano Menezes,2010,4,2,2
Cruzeiro EC,Botafogo RJ,1-0,Adilson Batista,Joel Santana,2010,4,1,0
Santos FC,Guarani FC,3-1,Dorival Júnior,Vágner Mancini,2010,4,3,1
Vasco da Gama,Internacional,3-2,Celso Roth,Jorge Fossati,2010,4,3,2
Atlético Paranaense,Atlético GO,2-1,Leandro Niehues,Geninho,2010,4,2,1
Goiás EC,Ceará SC,0-0,Émerson Leão,???,2010,4,0,0
Flamengo RJ,Grêmio Porto Alegre,1-1,Rogério,Paulo Silas,2010,5,1,1
SE Palmeiras,Grêmio Prudente,0-0,Parraga,Toninho Cecílio,2010,5,0,0
Avaí FC,EC Vitória BA,0-0,Péricles Chamusca,Ricardo Silva,2010,5,0,0
Corinthians SP,Santos FC,4-2,Mano Menezes,Dorival Júnior,2010,5,4,2
Guarani FC,São Paulo FC,0-0,Vágner Mancini,Ricardo Gomes,2010,5,0,0
Atlético Mineiro,Fluminense RJ,1-3,Vanderlei Luxemburgo,Muricy Ramalho,2010,5,1,3
Internacional,Atlético Paranaense,4-1,Enderson Moreira,Leandro Niehues,2010,5,4,1
Ceará SC,Cruzeiro EC,1-0,???,Adilson Batista,2010,5,1,0
Atlético GO,Goiás EC,1-3,Geninho,Émerson Leão,2010,5,1,3
Botafogo RJ,Vasco da Gama,1-1,Joel Santana,Celso Roth,2010,5,1,1
Atlético Paranaense,Botafogo RJ,3-2,Paulo César Carpegiani,Joel Santana,2010,6,3,2
Fluminense RJ,EC Vitória BA,2-1,Muricy Ramalho,Ricardo Silva,2010,6,2,1
Grêmio Prudente,Atlético GO,1-0,Toninho Cecílio,Geninho,2010,6,1,0
Ceará SC,Avaí FC,2-0,???,Péricles Chamusca,2010,6,2,0
SE Palmeiras,Flamengo RJ,0-1,Parraga,Rogério,2010,6,0,1
Goiás EC,São Paulo FC,2-1,Émerson Leão,Ricardo Gomes,2010,6,2,1
Cruzeiro EC,Santos FC,0-0,Adilson Batista,Dorival Júnior,2010,6,0,0
Grêmio Porto Alegre,Atlético Mineiro,2-1,Paulo Silas,Vanderlei Luxemburgo,2010,6,2,1
Vasco da Gama,Guarani FC,0-1,Celso Roth,Vágner Mancini,2010,6,0,1
Corinthians SP,Internacional,2-0,Mano Menezes,Enderson Moreira,2010,6,2,0
Avaí FC,Fluminense RJ,0-3,Péricles Chamusca,Muricy Ramalho,2010,7,0,3
Flamengo RJ,Goiás EC,1-2,Rogério,Émerson Leão,2010,7,1,2
EC Vitória BA,Atlético Paranaense,1-0,Ricardo Silva,Paulo César Carpegiani,2010,7,1,0
São Paulo FC,Grêmio Porto Alegre,3-1,Ricardo Gomes,Paulo Silas,2010,7,3,1
Santos FC,Vasco da Gama,4-0,Dorival Júnior,Celso Roth,2010,7,4,0
Botafogo RJ,Corinthians SP,2-2,Joel Santana,Mano Menezes,2010,7,2,2
Atlético Mineiro,Ceará SC,0-1,Vanderlei Luxemburgo,???,2010,7,0,1
Internacional,SE Palmeiras,1-1,Enderson Moreira,Parraga,2010,7,1,1
Guarani FC,Grêmio Prudente,1-0,Vágner Mancini,Toninho Cecílio,2010,7,1,0
Atlético GO,Cruzeiro EC,2-1,Geninho,Cuca,2010,7,2,1
Grêmio Porto Alegre,EC Vitória BA,1-1,Paulo Silas,Ricardo Silva,2010,8,1,1
Atlético Paranaense,Cruzeiro EC,0-2,Paulo César Carpegiani,Cuca,2010,8,0,2
São Paulo FC,Avaí FC,1-2,Ricardo Gomes,Antônio Lopes,2010,8,1,2
Flamengo RJ,Botafogo RJ,1-0,Rogério,Joel Santana,2010,8,1,0
Guarani FC,Internacional,0-3,Vágner Mancini,Celso Roth,2010,8,0,3
Goiás EC,Vasco da Gama,0-0,Émerson Leão,Gusmão,2010,8,0,0
Ceará SC,Corinthians SP,0-0,Estevam Soares,Mano Menezes,2010,8,0,0
SE Palmeiras,Santos FC,2-1,Luiz Felipe Scolari,Dorival Júnior,2010,8,2,1
Atlético Mineiro,Atlético GO,3-2,Vanderlei Luxemburgo,Roberto Fernandes,2010,8,3,2
Fluminense RJ,Grêmio Prudente,1-1,Muricy Ramalho,Toninho Cecílio,2010,8,1,1
EC Vitória BA,São Paulo FC,3-2,Ricardo Silva,Ricardo Gomes,2010,9,3,2
Vasco da Gama,Atlético Paranaense,3-1,Gusmão,Paulo César Carpegiani,2010,9,3,1
Corinthians SP,Atlético Mineiro,1-0,Mano Menezes,Vanderlei Luxemburgo,2010,9,1,0
Atlético GO,Flamengo RJ,0-1,Roberto Fernandes,Rogério,2010,9,0,1
Avaí FC,SE Palmeiras,4-2,Antônio Lopes,Luiz Felipe Scolari,2010,9,4,2
Internacional,Ceará SC,2-1,Celso Roth,Estevam Soares,2010,9,2,1
Cruzeiro EC,Goiás EC,1-0,Cuca,Émerson Leão,2010,9,1,0
Santos FC,Fluminense RJ,0-1,Dorival Júnior,Muricy Ramalho,2010,9,0,1
Botafogo RJ,Guarani FC,1-1,Joel Santana,Vágner Mancini,2010,9,1,1
Grêmio Prudente,Grêmio Porto Alegre,2-0,Toninho Cecílio,Paulo Silas,2010,9,2,0
Atlético Mineiro,Internacional,1-2,Vanderlei Luxemburgo,Celso Roth,2010,10,1,2
EC Vitória BA,Goiás EC,2-2,Ricardo Silva,Émerson Leão,2010,10,2,2
São Paulo FC,Grêmio Prudente,1-1,Ricardo Gomes,Toninho Cecílio,2010,10,1,1
Flamengo RJ,Avaí FC,1-1,Rogério,Antônio Lopes,2010,10,1,1
Atlético Paranaense,Santos FC,2-0,Paulo César Carpegiani,Dorival Júnior,2010,10,2,0
Grêmio Porto Alegre,Vasco da Gama,1-1,Paulo Silas,Gusmão,2010,10,1,1
Atlético GO,Corinthians SP,3-1,Roberto Fernandes,Mano Menezes,2010,10,3,1
Fluminense RJ,Cruzeiro EC,1-0,Muricy Ramalho,Cuca,2010,10,1,0
Guarani FC,Ceará SC,1-1,Vágner Mancini,Estevam Soares,2010,10,1,1
SE Palmeiras,Botafogo RJ,2-2,Luiz Felipe Scolari,Joel Santana,2010,10,2,2
Avaí FC,Atlético Mineiro,0-0,Antônio Lopes,Vanderlei Luxemburgo,2010,11,0,0
Vasco da Gama,Atlético GO,2-0,Gusmão,Roberto Fernandes,2010,11,2,0
