"","url.x","home_team","away_team","score","competition","full_date","isGoal","isHeader","shotLocation","shooting_team","shooting_opp","shooter","shot_assister"
"106248","http://www.bbc.co.uk/sport/0/football/30156609","Burnley","Aston Villa","1-1","Premier League",2014-11-29,FALSE,FALSE,"Lwide","Aston Villa","Burnley","Jack Grealish","NaN"
"106268","http://www.bbc.co.uk/sport/0/football/30156609","Burnley","Aston Villa","1-1","Premier League",2014-11-29,FALSE,TRUE,"Central","Burnley","Aston Villa","Lukas Jutkiewicz","Ross Wallace"
"106272","http://www.bbc.co.uk/sport/0/football/30156609","Burnley","Aston Villa","1-1","Premier League",2014-11-29,FALSE,FALSE,"Central","Burnley","Aston Villa","Danny Ings","Ross Wallace"
"106284","http://www.bbc.co.uk/sport/0/football/30156609","Burnley","Aston Villa","1-1","Premier League",2014-11-29,TRUE,FALSE,"Pen","Burnley","Aston Villa","Danny Ings","NaN"
"106328","http://www.bbc.co.uk/sport/0/football/30156609","Burnley","Aston Villa","1-1","Premier League",2014-11-29,FALSE,FALSE,"Long","Aston Villa","Burnley","Carlos Sánchez","NaN"
"106372","http://www.bbc.co.uk/sport/0/football/30156609","Burnley","Aston Villa","1-1","Premier League",2014-11-29,FALSE,TRUE,"Central","Burnley","Aston Villa","Danny Ings","Kieran Trippier"
"106376","http://www.bbc.co.uk/sport/0/football/30156609","Burnley","Aston Villa","1-1","Premier League",2014-11-29,FALSE,FALSE,"Long","Aston Villa","Burnley","Andreas Weimann","Tom Cleverley"
"106380","http://www.bbc.co.uk/sport/0/football/30156609","Burnley","Aston Villa","1-1","Premier League",2014-11-29,FALSE,FALSE,"Central","Burnley","Aston Villa","Michael Kightly","Danny Ings"
"106384","http://www.bbc.co.uk/sport/0/football/30156609","Burnley","Aston Villa","1-1","Premier League",2014-11-29,FALSE,FALSE,"Long","Aston Villa","Burnley","Andreas Weimann","Tom Cleverley"
"106388","http://www.bbc.co.uk/sport/0/football/30156609","Burnley","Aston Villa","1-1","Premier League",2014-11-29,FALSE,FALSE,"Central","Aston Villa","Burnley","Tom Cleverley","Alan Hutton"
"106396","http://www.bbc.co.uk/sport/0/football/30156609","Burnley","Aston Villa","1-1","Premier League",2014-11-29,FALSE,FALSE,"Central","Burnley","Aston Villa","George Boyd","Danny Ings"
"106428","http://www.bbc.co.uk/sport/0/football/30156609","Burnley","Aston Villa","1-1","Premier League",2014-11-29,FALSE,FALSE,"Long","Burnley","Aston Villa","Danny Ings","Stephen Ward"
"106452","http://www.bbc.co.uk/sport/0/football/30156609","Burnley","Aston Villa","1-1","Premier League",2014-11-29,FALSE,FALSE,"Rwide","Aston Villa","Burnley","Andreas Weimann","Joe Cole"
"106456","http://www.bbc.co.uk/sport/0/football/30156609","Burnley","Aston Villa","1-1","Premier League",2014-11-29,TRUE,FALSE,"Close","Aston Villa","Burnley","Joe Cole","Andreas Weimann"
"106484","http://www.bbc.co.uk/sport/0/football/30156609","Burnley","Aston Villa","1-1","Premier League",2014-11-29,FALSE,FALSE,"Long","Burnley","Aston Villa","George Boyd","NaN"
"106488","http://www.bbc.co.uk/sport/0/football/30156609","Burnley","Aston Villa","1-1","Premier League",2014-11-29,FALSE,FALSE,"Long","Aston Villa","Burnley","Andreas Weimann","Tom Cleverley"
"106508","http://www.bbc.co.uk/sport/0/football/30156609","Burnley","Aston Villa","1-1","Premier League",2014-11-29,FALSE,FALSE,"Long","Aston Villa","Burnley","Tom Cleverley","Joe Cole"
"106512","http://www.bbc.co.uk/sport/0/football/30156609","Burnley","Aston Villa","1-1","Premier League",2014-11-29,FALSE,FALSE,"Central","Aston Villa","Burnley","Gabriel Agbonlahor","Joe Cole"
"106516","http://www.bbc.co.uk/sport/0/football/30156609","Burnley","Aston Villa","1-1","Premier League",2014-11-29,FALSE,TRUE,"Close","Aston Villa","Burnley","Ciaran Clark","Ashley Westwood"
"106524","http://www.bbc.co.uk/sport/0/football/30156609","Burnley","Aston Villa","1-1","Premier League",2014-11-29,FALSE,FALSE,"Long","Aston Villa","Burnley","Ashley Westwood","Andreas Weimann"
"106536","http://www.bbc.co.uk/sport/0/football/30156609","Burnley","Aston Villa","1-1","Premier League",2014-11-29,FALSE,FALSE,"Lwide","Burnley","Aston Villa","Michael Kightly","NaN"
"106540","http://www.bbc.co.uk/sport/0/football/30156609","Burnley","Aston Villa","1-1","Premier League",2014-11-29,FALSE,TRUE,"Central","Aston Villa","Burnley","Ciaran Clark","Jores Okore"
"106544","http://www.bbc.co.uk/sport/0/football/30156609","Burnley","Aston Villa","1-1","Premier League",2014-11-29,FALSE,FALSE,"Long","Aston Villa","Burnley","Carlos Sánchez","NaN"
"106552","http://www.bbc.co.uk/sport/0/football/30156609","Burnley","Aston Villa","1-1","Premier League",2014-11-29,FALSE,TRUE,"Central","Aston Villa","Burnley","Ciaran Clark","Ashley Westwood"
"106560","http://www.bbc.co.uk/sport/0/football/30156609","Burnley","Aston Villa","1-1","Premier League",2014-11-29,FALSE,FALSE,"Long","Burnley","Aston Villa","Michael Kightly","Stephen Ward"
"106564","http://www.bbc.co.uk/sport/0/football/30156609","Burnley","Aston Villa","1-1","Premier League",2014-11-29,FALSE,FALSE,"Lwide","Aston Villa","Burnley","Joe Cole","Aly Cissokho"
"106568","http://www.bbc.co.uk/sport/0/football/30156609","Burnley","Aston Villa","1-1","Premier League",2014-11-29,FALSE,FALSE,"Central","Aston Villa","Burnley","Tom Cleverley","Alan Hutton"
"106576","http://www.bbc.co.uk/sport/0/football/30156609","Burnley","Aston Villa","1-1","Premier League",2014-11-29,FALSE,FALSE,"Long","Aston Villa","Burnley","Gabriel Agbonlahor","Joe Cole"
"106580","http://www.bbc.co.uk/sport/0/football/30156609","Burnley","Aston Villa","1-1","Premier League",2014-11-29,FALSE,FALSE,"Central","Burnley","Aston Villa","Danny Ings","NaN"
"106604","http://www.bbc.co.uk/sport/0/football/30156612","Swansea","Crystal Palace","1-1","Premier League",2014-11-29,FALSE,FALSE,"Long","Crystal Palace","Swansea City","Yannick Bolasie","James McArthur"
"106608","http://www.bbc.co.uk/sport/0/football/30156612","Swansea","Crystal Palace","1-1","Premier League",2014-11-29,FALSE,FALSE,"Long","Crystal Palace","Swansea City","Martin Kelly","Yannick Bolasie"
"106612","http://www.bbc.co.uk/sport/0/football/30156612","Swansea","Crystal Palace","1-1","Premier League",2014-11-29,FALSE,TRUE,"Close","Swansea City","Crystal Palace","Bafétimbi Gomis","Modou Barrow"
"106624","http://www.bbc.co.uk/sport/0/football/30156612","Swansea","Crystal Palace","1-1","Premier League",2014-11-29,FALSE,FALSE,"Long","Crystal Palace","Swansea City","Yannick Bolasie","James McArthur"
"106628","http://www.bbc.co.uk/sport/0/football/30156612","Swansea","Crystal Palace","1-1","Premier League",2014-11-29,FALSE,FALSE,"Long","Swansea City","Crystal Palace","Gylfi Sigurdsson","Angel Rangel"
"106644","http://www.bbc.co.uk/sport/0/football/30156612","Swansea","Crystal Palace","1-1","Premier League",2014-11-29,FALSE,FALSE,"Long","Swansea City","Crystal Palace","Gylfi Sigurdsson","Angel Rangel"
"106648","http://www.bbc.co.uk/sport/0/football/30156612","Swansea","Crystal Palace","1-1","Premier League",2014-11-29,FALSE,FALSE,"Long","Crystal Palace","Swansea City","Fraizer Campbell","Joe Ledley"
"106664","http://www.bbc.co.uk/sport/0/football/30156612","Swansea","Crystal Palace","1-1","Premier League",2014-11-29,FALSE,FALSE,"Long","Swansea City","Crystal Palace","Gylfi Sigurdsson","Modou Barrow"
"106668","http://www.bbc.co.uk/sport/0/football/30156612","Swansea","Crystal Palace","1-1","Premier League",2014-11-29,FALSE,FALSE,"Long","Crystal Palace","Swansea City","Yannick Bolasie","Fraizer Campbell"
"106680","http://www.bbc.co.uk/sport/0/football/30156612","Swansea","Crystal Palace","1-1","Premier League",2014-11-29,FALSE,FALSE,"Long","Swansea City","Crystal Palace","Jonjo Shelvey","Ashley Williams"
"106728","http://www.bbc.co.uk/sport/0/football/30156612","Swansea","Crystal Palace","1-1","Premier League",2014-11-29,FALSE,FALSE,"Long","Swansea City","Crystal Palace","Jefferson Montero","Ki Sung-Yueng"
"106732","http://www.bbc.co.uk/sport/0/football/30156612","Swansea","Crystal Palace","1-1","Premier League",2014-11-29,FALSE,FALSE,"Long","Swansea City","Crystal Palace","Gylfi Sigurdsson","NaN"
"106736","http://www.bbc.co.uk/sport/0/football/30156612","Swansea","Crystal Palace","1-1","Premier League",2014-11-29,FALSE,FALSE,"Central","Swansea City","Crystal Palace","Jonjo Shelvey","Wayne Routledge"
"106744","http://www.bbc.co.uk/sport/0/football/30156612","Swansea","Crystal Palace","1-1","Premier League",2014-11-29,FALSE,FALSE,"Rwide","Crystal Palace","Swansea City","Yannick Bolasie","Mile Jedinak"
"106748","http://www.bbc.co.uk/sport/0/football/30156612","Swansea","Crystal Palace","1-1","Premier League",2014-11-29,FALSE,FALSE,"Long","Crystal Palace","Swansea City","Mile Jedinak","NaN"
"106764","http://www.bbc.co.uk/sport/0/football/30156612","Swansea","Crystal Palace","1-1","Premier League",2014-11-29,FALSE,FALSE,"Central","Swansea City","Crystal Palace","Jonjo Shelvey","Gylfi Sigurdsson"
"106768","http://www.bbc.co.uk/sport/0/football/30156612","Swansea","Crystal Palace","1-1","Premier League",2014-11-29,FALSE,FALSE,"Central","Swansea City","Crystal Palace","Jonjo Shelvey","Gylfi Sigurdsson"
"106816","http://www.bbc.co.uk/sport/0/football/30156612","Swansea","Crystal Palace","1-1","Premier League",2014-11-29,FALSE,FALSE,"Central","Swansea City","Crystal Palace","Wayne Routledge","Gylfi Sigurdsson"
"106824","http://www.bbc.co.uk/sport/0/football/30156612","Swansea","Crystal Palace","1-1","Premier League",2014-11-29,FALSE,FALSE,"Long","Crystal Palace","Swansea City","Yannick Bolasie","James McArthur"
"106844","http://www.bbc.co.uk/sport/0/football/30156612","Swansea","Crystal Palace","1-1","Premier League",2014-11-29,FALSE,FALSE,"Central","Crystal Palace","Swansea City","Marouane Chamakh","NaN"
"106848","http://www.bbc.co.uk/sport/0/football/30156612","Swansea","Crystal Palace","1-1","Premier League",2014-11-29,TRUE,FALSE,"Pen","Crystal Palace","Swansea City","Mile Jedinak","NaN"
"106860","http://www.bbc.co.uk/sport/0/football/30156612","Swansea","Crystal Palace","1-1","Premier League",2014-11-29,FALSE,TRUE,"Central","Crystal Palace","Swansea City","Scott Dann","Joel Ward"
"106876","http://www.bbc.co.uk/sport/0/football/30156612","Swansea","Crystal Palace","1-1","Premier League",2014-11-29,FALSE,FALSE,"Long","Swansea City","Crystal Palace","Wilfried Bony","Gylfi Sigurdsson"
"106880","http://www.bbc.co.uk/sport/0/football/30156612","Swansea","Crystal Palace","1-1","Premier League",2014-11-29,FALSE,FALSE,"Long","Swansea City","Crystal Palace","Jonjo Shelvey","Gylfi Sigurdsson"
"106900","http://www.bbc.co.uk/sport/0/football/30156612","Swansea","Crystal Palace","1-1","Premier League",2014-11-29,FALSE,FALSE,"Long","Swansea City","Crystal Palace","Ki Sung-Yueng","NaN"
"106912","http://www.bbc.co.uk/sport/0/football/30156612","Swansea","Crystal Palace","1-1","Premier League",2014-11-29,TRUE,FALSE,"Central","Swansea City","Crystal Palace","Wilfried Bony","Gylfi Sigurdsson"
"106920","http://www.bbc.co.uk/sport/0/football/30156612","Swansea","Crystal Palace","1-1","Premier League",2014-11-29,FALSE,FALSE,"Central","Swansea City","Crystal Palace","Wilfried Bony","Jefferson Montero"
"106932","http://www.bbc.co.uk/sport/0/football/30156612","Swansea","Crystal Palace","1-1","Premier League",2014-11-29,FALSE,FALSE,"Long","Swansea City","Crystal Palace","Gylfi Sigurdsson","NaN"
"106944","http://www.bbc.co.uk/sport/0/football/30156612","Swansea","Crystal Palace","1-1","Premier League",2014-11-29,FALSE,TRUE,"Central","Swansea City","Crystal Palace","Wilfried Bony","Jefferson Montero"
"106959","http://www.bbc.co.uk/sport/0/football/30156731","Sunderland","Chelsea","0-0","Premier League",2014-11-29,FALSE,TRUE,"Central","Chelsea","Sunderland","Didier Drogba","Cesc Fàbregas"
"106967","http://www.bbc.co.uk/sport/0/football/30156731","Sunderland","Chelsea","0-0","Premier League",2014-11-29,FALSE,FALSE,"Long","Chelsea","Sunderland","Cesc Fàbregas","André Schürrle"
"106977","http://www.bbc.co.uk/sport/0/football/30156731","Sunderland","Chelsea","0-0","Premier League",2014-11-29,FALSE,FALSE,"Long","Sunderland","Chelsea","Adam Johnson","Sebastian Larsson"
"106979","http://www.bbc.co.uk/sport/0/football/30156731","Sunderland","Chelsea","0-0","Premier League",2014-11-29,FALSE,FALSE,"Long","Sunderland","Chelsea","Connor Wickham","NaN"
"106989","http://www.bbc.co.uk/sport/0/football/30156731","Sunderland","Chelsea","0-0","Premier League",2014-11-29,FALSE,FALSE,"Central","Sunderland","Chelsea","Adam Johnson","NaN"
"106991","http://www.bbc.co.uk/sport/0/football/30156731","Sunderland","Chelsea","0-0","Premier League",2014-11-29,FALSE,FALSE,"Rwide","Sunderland","Chelsea","Jozy Altidore","Adam Johnson"
"106997","http://www.bbc.co.uk/sport/0/football/30156731","Sunderland","Chelsea","0-0","Premier League",2014-11-29,FALSE,FALSE,"Central","Sunderland","Chelsea","Jozy Altidore","NaN"
"106999","http://www.bbc.co.uk/sport/0/football/30156731","Sunderland","Chelsea","0-0","Premier League",2014-11-29,FALSE,FALSE,"Lwide","Chelsea","Sunderland","Didier Drogba","Cesc Fàbregas"
"107001","http://www.bbc.co.uk/sport/0/football/30156731","Sunderland","Chelsea","0-0","Premier League",2014-11-29,FALSE,FALSE,"Long","Sunderland","Chelsea","Connor Wickham","NaN"
"107007","http://www.bbc.co.uk/sport/0/football/30156731","Sunderland","Chelsea","0-0","Premier League",2014-11-29,FALSE,FALSE,"Long","Sunderland","Chelsea","Connor Wickham","Jozy Altidore"
"107009","http://www.bbc.co.uk/sport/0/football/30156731","Sunderland","Chelsea","0-0","Premier League",2014-11-29,FALSE,FALSE,"Long","Chelsea","Sunderland","Didier Drogba","Eden Hazard"
"107023","http://www.bbc.co.uk/sport/0/football/30156731","Sunderland","Chelsea","0-0","Premier League",2014-11-29,FALSE,FALSE,"Long","Chelsea","Sunderland","Oscar","Eden Hazard"
"107025","http://www.bbc.co.uk/sport/0/football/30156731","Sunderland","Chelsea","0-0","Premier League",2014-11-29,FALSE,FALSE,"Long","Sunderland","Chelsea","Connor Wickham","Jordi Gómez"
"107035","http://www.bbc.co.uk/sport/0/football/30156731","Sunderland","Chelsea","0-0","Premier League",2014-11-29,FALSE,FALSE,"Long","Chelsea","Sunderland","Nemanja Matic","Cesc Fàbregas"
"107049","http://www.bbc.co.uk/sport/0/football/30156731","Sunderland","Chelsea","0-0","Premier League",2014-11-29,FALSE,FALSE,"Long","Chelsea","Sunderland","Diego Costa","NaN"
"107051","http://www.bbc.co.uk/sport/0/football/30156731","Sunderland","Chelsea","0-0","Premier League",2014-11-29,FALSE,FALSE,"Long","Chelsea","Sunderland","Cesc Fàbregas","Oscar"
"107053","http://www.bbc.co.uk/sport/0/football/30156731","Sunderland","Chelsea","0-0","Premier League",2014-11-29,FALSE,FALSE,"Long","Chelsea","Sunderland","Eden Hazard","Cesc Fàbregas"
"107067","http://www.bbc.co.uk/sport/0/football/30156731","Sunderland","Chelsea","0-0","Premier League",2014-11-29,FALSE,FALSE,"Long","Chelsea","Sunderland","Oscar","Cesc Fàbregas"
"107069","http://www.bbc.co.uk/sport/0/football/30156731","Sunderland","Chelsea","0-0","Premier League",2014-11-29,FALSE,FALSE,"Long","Chelsea","Sunderland","Willian","Oscar"
"107071","http://www.bbc.co.uk/sport/0/football/30156731","Sunderland","Chelsea","0-0","Premier League",2014-11-29,FALSE,TRUE,"Central","Chelsea","Sunderland","Gary Cahill","Willian"
"107101","http://www.bbc.co.uk/sport/0/football/30156731","Sunderland","Chelsea","0-0","Premier League",2014-11-29,FALSE,FALSE,"Long","Sunderland","Chelsea","Sebastian Larsson","Anthony Réveillere"
"107105","http://www.bbc.co.uk/sport/0/football/30156731","Sunderland","Chelsea","0-0","Premier League",2014-11-29,FALSE,FALSE,"Long","Chelsea","Sunderland","Willian","Oscar"
"107107","http://www.bbc.co.uk/sport/0/football/30156731","Sunderland","Chelsea","0-0","Premier League",2014-11-29,FALSE,FALSE,"Central","Sunderland","Chelsea","Santiago Vergini","NaN"
"107115","http://www.bbc.co.uk/sport/0/football/30156731","Sunderland","Chelsea","0-0","Premier League",2014-11-29,FALSE,FALSE,"Rwide","Chelsea","Sunderland","Branislav Ivanovic","Willian"
"107121","http://www.bbc.co.uk/sport/0/football/30156731","Sunderland","Chelsea","0-0","Premier League",2014-11-29,FALSE,FALSE,"Long","Chelsea","Sunderland","Oscar","NaN"
"107123","http://www.bbc.co.uk/sport/0/football/30156731","Sunderland","Chelsea","0-0","Premier League",2014-11-29,FALSE,FALSE,"Central","Chelsea","Sunderland","Diego Costa","Cesc Fàbregas"
"107125","http://www.bbc.co.uk/sport/0/football/30156731","Sunderland","Chelsea","0-0","Premier League",2014-11-29,FALSE,FALSE,"Long","Chelsea","Sunderland","Eden Hazard","Oscar"
"107127","http://www.bbc.co.uk/sport/0/football/30156731","Sunderland","Chelsea","0-0","Premier League",2014-11-29,FALSE,FALSE,"Long","Chelsea","Sunderland","Nemanja Matic","Oscar"
"107129","http://www.bbc.co.uk/sport/0/football/30156731","Sunderland","Chelsea","0-0","Premier League",2014-11-29,FALSE,FALSE,"Long","Chelsea","Sunderland","Nemanja Matic","Branislav Ivanovic"
"107131","http://www.bbc.co.uk/sport/0/football/30156731","Sunderland","Chelsea","0-0","Premier League",2014-11-29,FALSE,FALSE,"Long","Sunderland","Chelsea","Jack Rodwell","Santiago Vergini"
"107137","http://www.bbc.co.uk/sport/0/football/30156731","Sunderland","Chelsea","0-0","Premier League",2014-11-29,FALSE,FALSE,"Long","Chelsea","Sunderland","Oscar","Nemanja Matic"
"107145","http://www.bbc.co.uk/sport/0/football/30156731","Sunderland","Chelsea","0-0","Premier League",2014-11-29,FALSE,FALSE,"Long","Chelsea","Sunderland","Willian","Eden Hazard"
"107151","http://www.bbc.co.uk/sport/0/football/30156731","Sunderland","Chelsea","0-0","Premier League",2014-11-29,FALSE,FALSE,"Long","Chelsea","Sunderland","Oscar","Eden Hazard"
"107153","http://www.bbc.co.uk/sport/0/football/30156731","Sunderland","Chelsea","0-0","Premier League",2014-11-29,FALSE,FALSE,"Rwide","Chelsea","Sunderland","Eden Hazard","Willian"
"107159","http://www.bbc.co.uk/sport/0/football/30156731","Sunderland","Chelsea","0-0","Premier League",2014-11-29,FALSE,FALSE,"Long","Sunderland","Chelsea","Connor Wickham","Anthony Réveillere"
"107161","http://www.bbc.co.uk/sport/0/football/30156731","Sunderland","Chelsea","0-0","Premier League",2014-11-29,FALSE,FALSE,"Long","Chelsea","Sunderland","John Terry","Eden Hazard"
