"","url.x","home_team","away_team","score","competition","full_date","isGoal","isHeader","shotLocation","shooting_team","shooting_opp","shooter","shot_assister"
"22352","http://www.bbc.co.uk/sport/0/football/26710762","Sunderland","West Ham","1-2","Premier League",2014-03-31,FALSE,FALSE,"Long","Sunderland","West Ham United","Phil Bardsley","Liam Bridcutt"
"22364","http://www.bbc.co.uk/sport/0/football/26710762","Sunderland","West Ham","1-2","Premier League",2014-03-31,FALSE,FALSE,"Long","West Ham United","Sunderland","Matthew Taylor","Mark Noble"
"22388","http://www.bbc.co.uk/sport/0/football/26710762","Sunderland","West Ham","1-2","Premier League",2014-03-31,FALSE,FALSE,"Rwide","Sunderland","West Ham United","Lee Cattermole","NaN"
"22392","http://www.bbc.co.uk/sport/0/football/26710762","Sunderland","West Ham","1-2","Premier League",2014-03-31,FALSE,FALSE,"Central","Sunderland","West Ham United","Lee Cattermole","Fabio Borini"
"22396","http://www.bbc.co.uk/sport/0/football/26710762","Sunderland","West Ham","1-2","Premier League",2014-03-31,TRUE,TRUE,"Close","West Ham United","Sunderland","Andy Carroll","Mark Noble"
"22428","http://www.bbc.co.uk/sport/0/football/26710762","Sunderland","West Ham","1-2","Premier League",2014-03-31,FALSE,FALSE,"Long","West Ham United","Sunderland","Kevin Nolan","Andy Carroll"
"22476","http://www.bbc.co.uk/sport/0/football/26716889","Everton","Crystal Palace","2-3","Premier League",2014-04-16,FALSE,FALSE,"Long","Everton","Crystal Palace","Ross Barkley","Seamus Coleman"
"22480","http://www.bbc.co.uk/sport/0/football/26716889","Everton","Crystal Palace","2-3","Premier League",2014-04-16,TRUE,FALSE,"Close","Everton","Crystal Palace","Kevin Mirallas","NaN"
"22492","http://www.bbc.co.uk/sport/0/football/26716889","Everton","Crystal Palace","2-3","Premier League",2014-04-16,FALSE,FALSE,"Central","Everton","Crystal Palace","Leon Osman","NaN"
"22496","http://www.bbc.co.uk/sport/0/football/26716889","Everton","Crystal Palace","2-3","Premier League",2014-04-16,FALSE,FALSE,"Central","Everton","Crystal Palace","Leighton Baines","Kevin Mirallas"
"22516","http://www.bbc.co.uk/sport/0/football/26716889","Everton","Crystal Palace","2-3","Premier League",2014-04-16,FALSE,FALSE,"Rwide","Everton","Crystal Palace","Ross Barkley","James McCarthy"
"22536","http://www.bbc.co.uk/sport/0/football/26716889","Everton","Crystal Palace","2-3","Premier League",2014-04-16,TRUE,FALSE,"Central","Crystal Palace","Everton","Cameron Jerome","Jason Puncheon"
"22544","http://www.bbc.co.uk/sport/0/football/26716889","Everton","Crystal Palace","2-3","Premier League",2014-04-16,FALSE,FALSE,"Lwide","Everton","Crystal Palace","Leon Osman","Leighton Baines"
"22564","http://www.bbc.co.uk/sport/0/football/26716889","Everton","Crystal Palace","2-3","Premier League",2014-04-16,FALSE,FALSE,"Close","Everton","Crystal Palace","Kevin Mirallas","Leighton Baines"
"22588","http://www.bbc.co.uk/sport/0/football/26716889","Everton","Crystal Palace","2-3","Premier League",2014-04-16,FALSE,FALSE,"Long","Everton","Crystal Palace","Kevin Mirallas","Leon Osman"
"22600","http://www.bbc.co.uk/sport/0/football/26716889","Everton","Crystal Palace","2-3","Premier League",2014-04-16,TRUE,FALSE,"Close","Everton","Crystal Palace","Steven Naismith","Leighton Baines"
"22612","http://www.bbc.co.uk/sport/0/football/26716889","Everton","Crystal Palace","2-3","Premier League",2014-04-16,FALSE,FALSE,"Long","Everton","Crystal Palace","Ross Barkley","John Stones"
"22624","http://www.bbc.co.uk/sport/0/football/26716889","Everton","Crystal Palace","2-3","Premier League",2014-04-16,FALSE,TRUE,"Close","Everton","Crystal Palace","Romelu Lukaku","Leighton Baines"
"22648","http://www.bbc.co.uk/sport/0/football/26716889","Everton","Crystal Palace","2-3","Premier League",2014-04-16,FALSE,FALSE,"Long","Everton","Crystal Palace","Aiden McGeady","NaN"
"22652","http://www.bbc.co.uk/sport/0/football/26716889","Everton","Crystal Palace","2-3","Premier League",2014-04-16,TRUE,TRUE,"Central","Crystal Palace","Everton","Scott Dann","Yannick Bolasie"
"22660","http://www.bbc.co.uk/sport/0/football/26716889","Everton","Crystal Palace","2-3","Premier League",2014-04-16,FALSE,FALSE,"Lwide","Crystal Palace","Everton","Joe Ledley","NaN"
"22700","http://www.bbc.co.uk/sport/0/football/26716889","Everton","Crystal Palace","2-3","Premier League",2014-04-16,FALSE,FALSE,"Long","Crystal Palace","Everton","Yannick Bolasie","Cameron Jerome"
"22716","http://www.bbc.co.uk/sport/0/football/26716889","Everton","Crystal Palace","2-3","Premier League",2014-04-16,FALSE,FALSE,"Rwide","Everton","Crystal Palace","Romelu Lukaku","Kevin Mirallas"
"22720","http://www.bbc.co.uk/sport/0/football/26716889","Everton","Crystal Palace","2-3","Premier League",2014-04-16,FALSE,FALSE,"Long","Everton","Crystal Palace","Aiden McGeady","NaN"
"22736","http://www.bbc.co.uk/sport/0/football/26716889","Everton","Crystal Palace","2-3","Premier League",2014-04-16,FALSE,FALSE,"Lwide","Crystal Palace","Everton","Cameron Jerome","NaN"
"22740","http://www.bbc.co.uk/sport/0/football/26716889","Everton","Crystal Palace","2-3","Premier League",2014-04-16,FALSE,FALSE,"Long","Crystal Palace","Everton","Yannick Bolasie","Julian Speroni"
"22744","http://www.bbc.co.uk/sport/0/football/26716889","Everton","Crystal Palace","2-3","Premier League",2014-04-16,FALSE,FALSE,"Rwide","Everton","Crystal Palace","Kevin Mirallas","NaN"
"22756","http://www.bbc.co.uk/sport/0/football/26716889","Everton","Crystal Palace","2-3","Premier League",2014-04-16,TRUE,FALSE,"Central","Crystal Palace","Everton","Jason Puncheon","Marouane Chamakh"
"22772","http://www.bbc.co.uk/sport/0/football/26716889","Everton","Crystal Palace","2-3","Premier League",2014-04-16,FALSE,FALSE,"Long","Everton","Crystal Palace","Aiden McGeady","Gareth Barry"
"22800","http://www.bbc.co.uk/sport/0/football/26716889","Everton","Crystal Palace","2-3","Premier League",2014-04-16,FALSE,TRUE,"Central","Everton","Crystal Palace","Gareth Barry","Aiden McGeady"
"22844","http://www.bbc.co.uk/sport/0/football/26716896","Man City","Sunderland","2-2","Premier League",2014-04-16,FALSE,FALSE,"Central","Manchester City","Sunderland","Samir Nasri","Stevan Jovetic"
"22848","http://www.bbc.co.uk/sport/0/football/26716896","Man City","Sunderland","2-2","Premier League",2014-04-16,TRUE,FALSE,"Central","Manchester City","Sunderland","Samir Nasri","Stevan Jovetic"
"22852","http://www.bbc.co.uk/sport/0/football/26716896","Man City","Sunderland","2-2","Premier League",2014-04-16,FALSE,FALSE,"Central","Manchester City","Sunderland","Aleksandar Kolarov","Edin Dzeko"
"22860","http://www.bbc.co.uk/sport/0/football/26716896","Man City","Sunderland","2-2","Premier League",2014-04-16,TRUE,FALSE,"Rwide","Sunderland","Manchester City","Connor Wickham","Emanuele Giaccherini"
"22876","http://www.bbc.co.uk/sport/0/football/26716896","Man City","Sunderland","2-2","Premier League",2014-04-16,FALSE,FALSE,"Central","Manchester City","Sunderland","Edin Dzeko","Aleksandar Kolarov"
"22880","http://www.bbc.co.uk/sport/0/football/26716896","Man City","Sunderland","2-2","Premier League",2014-04-16,FALSE,FALSE,"Central","Manchester City","Sunderland","Stevan Jovetic","Fernandinho"
"22892","http://www.bbc.co.uk/sport/0/football/26716896","Man City","Sunderland","2-2","Premier League",2014-04-16,FALSE,FALSE,"Long","Manchester City","Sunderland","Stevan Jovetic","Fernandinho"
"22904","http://www.bbc.co.uk/sport/0/football/26716896","Man City","Sunderland","2-2","Premier League",2014-04-16,TRUE,FALSE,"Close","Sunderland","Manchester City","Connor Wickham","Emanuele Giaccherini"
"22912","http://www.bbc.co.uk/sport/0/football/26716896","Man City","Sunderland","2-2","Premier League",2014-04-16,FALSE,FALSE,"Rwide","Sunderland","Manchester City","Jack Colback","Adam Johnson"
"22932","http://www.bbc.co.uk/sport/0/football/26716896","Man City","Sunderland","2-2","Premier League",2014-04-16,FALSE,TRUE,"Central","Sunderland","Manchester City","Wes Brown","Connor Wickham"
"22948","http://www.bbc.co.uk/sport/0/football/26716896","Man City","Sunderland","2-2","Premier League",2014-04-16,FALSE,FALSE,"Rwide","Sunderland","Manchester City","Fabio Borini","Sebastian Larsson"
"22952","http://www.bbc.co.uk/sport/0/football/26716896","Man City","Sunderland","2-2","Premier League",2014-04-16,FALSE,FALSE,"Central","Manchester City","Sunderland","Stevan Jovetic","Samir Nasri"
"22976","http://www.bbc.co.uk/sport/0/football/26716896","Man City","Sunderland","2-2","Premier League",2014-04-16,FALSE,FALSE,"Long","Manchester City","Sunderland","Stevan Jovetic","Samir Nasri"
"23000","http://www.bbc.co.uk/sport/0/football/26716896","Man City","Sunderland","2-2","Premier League",2014-04-16,FALSE,FALSE,"Long","Manchester City","Sunderland","Fernandinho","Samir Nasri"
"23048","http://www.bbc.co.uk/sport/0/football/26716896","Man City","Sunderland","2-2","Premier League",2014-04-16,FALSE,TRUE,"Central","Manchester City","Sunderland","Álvaro Negredo","NaN"
"23060","http://www.bbc.co.uk/sport/0/football/26716896","Man City","Sunderland","2-2","Premier League",2014-04-16,FALSE,FALSE,"Long","Manchester City","Sunderland","Samir Nasri","Fernandinho"
"23072","http://www.bbc.co.uk/sport/0/football/26716896","Man City","Sunderland","2-2","Premier League",2014-04-16,FALSE,FALSE,"Long","Sunderland","Manchester City","Adam Johnson","Santiago Vergini"
"23084","http://www.bbc.co.uk/sport/0/football/26716896","Man City","Sunderland","2-2","Premier League",2014-04-16,FALSE,FALSE,"Lwide","Manchester City","Sunderland","Aleksandar Kolarov","Samir Nasri"
"23136","http://www.bbc.co.uk/sport/0/football/26716896","Man City","Sunderland","2-2","Premier League",2014-04-16,FALSE,FALSE,"Long","Sunderland","Manchester City","Fabio Borini","Marcos Alonso"
"23152","http://www.bbc.co.uk/sport/0/football/26716896","Man City","Sunderland","2-2","Premier League",2014-04-16,FALSE,FALSE,"Long","Sunderland","Manchester City","Adam Johnson","Lee Cattermole"
"23160","http://www.bbc.co.uk/sport/0/football/26716896","Man City","Sunderland","2-2","Premier League",2014-04-16,FALSE,FALSE,"Rwide","Sunderland","Manchester City","Fabio Borini","Adam Johnson"
"23164","http://www.bbc.co.uk/sport/0/football/26716896","Man City","Sunderland","2-2","Premier League",2014-04-16,FALSE,FALSE,"Long","Manchester City","Sunderland","Sergio Agüero","Aleksandar Kolarov"
"23188","http://www.bbc.co.uk/sport/0/football/26716896","Man City","Sunderland","2-2","Premier League",2014-04-16,FALSE,TRUE,"Central","Sunderland","Manchester City","John O'Shea","Sebastian Larsson"
"23196","http://www.bbc.co.uk/sport/0/football/26716896","Man City","Sunderland","2-2","Premier League",2014-04-16,FALSE,FALSE,"Central","Manchester City","Sunderland","Fernandinho","Pablo Zabaleta"
"23200","http://www.bbc.co.uk/sport/0/football/26716896","Man City","Sunderland","2-2","Premier League",2014-04-16,FALSE,FALSE,"Long","Manchester City","Sunderland","Sergio Agüero","Samir Nasri"
"23204","http://www.bbc.co.uk/sport/0/football/26716896","Man City","Sunderland","2-2","Premier League",2014-04-16,FALSE,TRUE,"Central","Sunderland","Manchester City","John O'Shea","Adam Johnson"
"23216","http://www.bbc.co.uk/sport/0/football/26716896","Man City","Sunderland","2-2","Premier League",2014-04-16,TRUE,FALSE,"Central","Manchester City","Sunderland","Fernandinho","Sergio Agüero"
"24053","http://www.bbc.co.uk/sport/0/football/26796969","Norwich","West Brom","0-1","Premier League",2014-04-05,FALSE,FALSE,"Lwide","West Bromwich Albion","Norwich City","Saido Berahino","James Morrison"
"24059","http://www.bbc.co.uk/sport/0/football/26796969","Norwich","West Brom","0-1","Premier League",2014-04-05,FALSE,TRUE,"Central","Norwich City","West Bromwich Albion","Luciano Becchio","Jonás Gutiérrez"
"24087","http://www.bbc.co.uk/sport/0/football/26796969","Norwich","West Brom","0-1","Premier League",2014-04-05,FALSE,FALSE,"Lwide","West Bromwich Albion","Norwich City","Saido Berahino","Stéphane Sessegnon"
"24093","http://www.bbc.co.uk/sport/0/football/26796969","Norwich","West Brom","0-1","Premier League",2014-04-05,FALSE,FALSE,"Long","Norwich City","West Bromwich Albion","Russell Martin","NaN"
"24097","http://www.bbc.co.uk/sport/0/football/26796969","Norwich","West Brom","0-1","Premier League",2014-04-05,FALSE,FALSE,"Rwide","Norwich City","West Bromwich Albion","Robert Snodgrass","Gary Hooper"
"24109","http://www.bbc.co.uk/sport/0/football/26796969","Norwich","West Brom","0-1","Premier League",2014-04-05,FALSE,FALSE,"Long","Norwich City","West Bromwich Albion","Robert Snodgrass","Wes Hoolahan"
"24115","http://www.bbc.co.uk/sport/0/football/26796969","Norwich","West Brom","0-1","Premier League",2014-04-05,FALSE,FALSE,"Rwide","Norwich City","West Bromwich Albion","Gary Hooper","Joseph Yobo"
"24131","http://www.bbc.co.uk/sport/0/football/26796969","Norwich","West Brom","0-1","Premier League",2014-04-05,FALSE,FALSE,"Lwide","Norwich City","West Bromwich Albion","Robert Snodgrass","Johan Elmander"
"24139","http://www.bbc.co.uk/sport/0/football/26796969","Norwich","West Brom","0-1","Premier League",2014-04-05,FALSE,FALSE,"Rwide","Norwich City","West Bromwich Albion","Robert Snodgrass","NaN"
"24143","http://www.bbc.co.uk/sport/0/football/26796969","Norwich","West Brom","0-1","Premier League",2014-04-05,FALSE,FALSE,"Long","West Bromwich Albion","Norwich City","Steven Reid","NaN"
"24157","http://www.bbc.co.uk/sport/0/football/26796969","Norwich","West Brom","0-1","Premier League",2014-04-05,FALSE,TRUE,"Central","Norwich City","West Bromwich Albion","Johan Elmander","Gary Hooper"
"24165","http://www.bbc.co.uk/sport/0/football/26796969","Norwich","West Brom","0-1","Premier League",2014-04-05,FALSE,FALSE,"Central","West Bromwich Albion","Norwich City","Graham Dorrans","Matej Vydra"
"24175","http://www.bbc.co.uk/sport/0/football/26796969","Norwich","West Brom","0-1","Premier League",2014-04-05,FALSE,FALSE,"Lwide","West Bromwich Albion","Norwich City","Matej Vydra","Stéphane Sessegnon"
"24179","http://www.bbc.co.uk/sport/0/football/26796969","Norwich","West Brom","0-1","Premier League",2014-04-05,FALSE,FALSE,"Long","Norwich City","West Bromwich Albion","Jonny Howson","NaN"
"24197","http://www.bbc.co.uk/sport/0/football/26796969","Norwich","West Brom","0-1","Premier League",2014-04-05,TRUE,FALSE,"Long","West Bromwich Albion","Norwich City","Morgan Amalfitano","Youssuf Mulumbu"
"24199","http://www.bbc.co.uk/sport/0/football/26796969","Norwich","West Brom","0-1","Premier League",2014-04-05,FALSE,FALSE,"Central","Norwich City","West Bromwich Albion","Johan Elmander","NaN"
"24201","http://www.bbc.co.uk/sport/0/football/26796969","Norwich","West Brom","0-1","Premier League",2014-04-05,FALSE,FALSE,"Long","Norwich City","West Bromwich Albion","Gary Hooper","Johan Elmander"
"24213","http://www.bbc.co.uk/sport/0/football/26796969","Norwich","West Brom","0-1","Premier League",2014-04-05,FALSE,FALSE,"Rwide","West Bromwich Albion","Norwich City","Morgan Amalfitano","Stéphane Sessegnon"
"24215","http://www.bbc.co.uk/sport/0/football/26796969","Norwich","West Brom","0-1","Premier League",2014-04-05,FALSE,FALSE,"Long","West Bromwich Albion","Norwich City","Graham Dorrans","NaN"
"24217","http://www.bbc.co.uk/sport/0/football/26796969","Norwich","West Brom","0-1","Premier League",2014-04-05,FALSE,FALSE,"Long","Norwich City","West Bromwich Albion","Alexander Tettey","NaN"
"24247","http://www.bbc.co.uk/sport/0/football/26796970","Chelsea","Stoke","3-0","Premier League",2014-04-05,FALSE,FALSE,"Long","Stoke City","Chelsea","Charlie Adam","Steven N'Zonzi"
"24265","http://www.bbc.co.uk/sport/0/football/26796970","Chelsea","Stoke","3-0","Premier League",2014-04-05,TRUE,FALSE,"Long","Chelsea","Stoke City","Willian","Mohamed Salah"
"24275","http://www.bbc.co.uk/sport/0/football/26796970","Chelsea","Stoke","3-0","Premier League",2014-04-05,FALSE,FALSE,"Long","Stoke City","Chelsea","Peter Odemwingie","Ryan Shawcross"
"24277","http://www.bbc.co.uk/sport/0/football/26796970","Chelsea","Stoke","3-0","Premier League",2014-04-05,FALSE,FALSE,"Long","Stoke City","Chelsea","Charlie Adam","Peter Odemwingie"
"24285","http://www.bbc.co.uk/sport/0/football/26796970","Chelsea","Stoke","3-0","Premier League",2014-04-05,FALSE,FALSE,"Long","Chelsea","Stoke City","Frank Lampard","NaN"
"24291","http://www.bbc.co.uk/sport/0/football/26796970","Chelsea","Stoke","3-0","Premier League",2014-04-05,FALSE,FALSE,"Lwide","Chelsea","Stoke City","Eden Hazard","Nemanja Matic"
"24295","http://www.bbc.co.uk/sport/0/football/26796970","Chelsea","Stoke","3-0","Premier League",2014-04-05,FALSE,FALSE,"Rwide","Chelsea","Stoke City","Fernando Torres","Willian"
"24297","http://www.bbc.co.uk/sport/0/football/26796970","Chelsea","Stoke","3-0","Premier League",2014-04-05,TRUE,FALSE,"Close","Chelsea","Stoke City","Frank Lampard","NaN"
"24299","http://www.bbc.co.uk/sport/0/football/26796970","Chelsea","Stoke","3-0","Premier League",2014-04-05,FALSE,FALSE,"Pen","Chelsea","Stoke City","Frank Lampard","NaN"
"24349","http://www.bbc.co.uk/sport/0/football/26796970","Chelsea","Stoke","3-0","Premier League",2014-04-05,FALSE,FALSE,"Rwide","Chelsea","Stoke City","Frank Lampard","Fernando Torres"
"24359","http://www.bbc.co.uk/sport/0/football/26796970","Chelsea","Stoke","3-0","Premier League",2014-04-05,FALSE,FALSE,"Long","Chelsea","Stoke City","André Schürrle","Nemanja Matic"
"24367","http://www.bbc.co.uk/sport/0/football/26796970","Chelsea","Stoke","3-0","Premier League",2014-04-05,TRUE,FALSE,"Central","Chelsea","Stoke City","Mohamed Salah","Nemanja Matic"
"24383","http://www.bbc.co.uk/sport/0/football/26796970","Chelsea","Stoke","3-0","Premier League",2014-04-05,FALSE,FALSE,"Central","Chelsea","Stoke City","Fernando Torres","NaN"
"24385","http://www.bbc.co.uk/sport/0/football/26796970","Chelsea","Stoke","3-0","Premier League",2014-04-05,FALSE,FALSE,"Long","Chelsea","Stoke City","Frank Lampard","André Schürrle"
"24389","http://www.bbc.co.uk/sport/0/football/26796970","Chelsea","Stoke","3-0","Premier League",2014-04-05,FALSE,FALSE,"Rwide","Chelsea","Stoke City","Branislav Ivanovic","Fernando Torres"
"24391","http://www.bbc.co.uk/sport/0/football/26796970","Chelsea","Stoke","3-0","Premier League",2014-04-05,FALSE,TRUE,"Central","Chelsea","Stoke City","Gary Cahill","Frank Lampard"
"24395","http://www.bbc.co.uk/sport/0/football/26796970","Chelsea","Stoke","3-0","Premier League",2014-04-05,FALSE,FALSE,"Long","Chelsea","Stoke City","Willian","NaN"
"24403","http://www.bbc.co.uk/sport/0/football/26796970","Chelsea","Stoke","3-0","Premier League",2014-04-05,FALSE,FALSE,"Long","Stoke City","Chelsea","Peter Odemwingie","NaN"
"24407","http://www.bbc.co.uk/sport/0/football/26796970","Chelsea","Stoke","3-0","Premier League",2014-04-05,FALSE,TRUE,"Central","Chelsea","Stoke City","Branislav Ivanovic","Frank Lampard"
"24411","http://www.bbc.co.uk/sport/0/football/26796970","Chelsea","Stoke","3-0","Premier League",2014-04-05,FALSE,FALSE,"Central","Chelsea","Stoke City","Mohamed Salah","Frank Lampard"
"24413","http://www.bbc.co.uk/sport/0/football/26796970","Chelsea","Stoke","3-0","Premier League",2014-04-05,FALSE,FALSE,"Long","Chelsea","Stoke City","Fernando Torres","Frank Lampard"
"24415","http://www.bbc.co.uk/sport/0/football/26796970","Chelsea","Stoke","3-0","Premier League",2014-04-05,FALSE,FALSE,"Long","Chelsea","Stoke City","Branislav Ivanovic","NaN"
"24463","http://www.bbc.co.uk/sport/0/football/26797091","Aston Villa","Fulham","1-2","Premier League",2014-04-05,FALSE,FALSE,"Lwide","Aston Villa","Fulham","Grant Holt","Andreas Weimann"
"24467","http://www.bbc.co.uk/sport/0/football/26797091","Aston Villa","Fulham","1-2","Premier League",2014-04-05,TRUE,TRUE,"Central","Fulham","Aston Villa","Hugo Rodallega","Lewis Holtby"
"24481","http://www.bbc.co.uk/sport/0/football/26797091","Aston Villa","Fulham","1-2","Premier League",2014-04-05,FALSE,FALSE,"Long","Fulham","Aston Villa","Lewis Holtby","Brede Hangeland"
"24483","http://www.bbc.co.uk/sport/0/football/26797091","Aston Villa","Fulham","1-2","Premier League",2014-04-05,FALSE,FALSE,"Central","Fulham","Aston Villa","Hugo Rodallega","Lewis Holtby"
"24499","http://www.bbc.co.uk/sport/0/football/26797091","Aston Villa","Fulham","1-2","Premier League",2014-04-05,FALSE,TRUE,"Central","Aston Villa","Fulham","Andreas Weimann","Marc Albrighton"
"24509","http://www.bbc.co.uk/sport/0/football/26797091","Aston Villa","Fulham","1-2","Premier League",2014-04-05,FALSE,FALSE,"Long","Aston Villa","Fulham","Aleksandar Tonev","Andreas Weimann"
"24511","http://www.bbc.co.uk/sport/0/football/26797091","Aston Villa","Fulham","1-2","Premier League",2014-04-05,FALSE,FALSE,"Central","Fulham","Aston Villa","Lewis Holtby","Hugo Rodallega"
"24513","http://www.bbc.co.uk/sport/0/football/26797091","Aston Villa","Fulham","1-2","Premier League",2014-04-05,FALSE,FALSE,"Rwide","Aston Villa","Fulham","Marc Albrighton","Ashley Westwood"
"24527","http://www.bbc.co.uk/sport/0/football/26797091","Aston Villa","Fulham","1-2","Premier League",2014-04-05,TRUE,TRUE,"Central","Aston Villa","Fulham","Grant Holt","Marc Albrighton"
"24543","http://www.bbc.co.uk/sport/0/football/26797091","Aston Villa","Fulham","1-2","Premier League",2014-04-05,TRUE,FALSE,"Long","Fulham","Aston Villa","Kieran Richardson","Ashkan Dejagah"
"24545","http://www.bbc.co.uk/sport/0/football/26797091","Aston Villa","Fulham","1-2","Premier League",2014-04-05,FALSE,FALSE,"Long","Fulham","Aston Villa","Lewis Holtby","NaN"
"24547","http://www.bbc.co.uk/sport/0/football/26797091","Aston Villa","Fulham","1-2","Premier League",2014-04-05,FALSE,FALSE,"Central","Aston Villa","Fulham","Andreas Weimann","Grant Holt"
"24563","http://www.bbc.co.uk/sport/0/football/26797091","Aston Villa","Fulham","1-2","Premier League",2014-04-05,FALSE,FALSE,"Long","Fulham","Aston Villa","Ashkan Dejagah","Sascha Riether"
"24567","http://www.bbc.co.uk/sport/0/football/26797091","Aston Villa","Fulham","1-2","Premier League",2014-04-05,FALSE,FALSE,"Rwide","Aston Villa","Fulham","Leandro Bacuna","Grant Holt"
"24569","http://www.bbc.co.uk/sport/0/football/26797091","Aston Villa","Fulham","1-2","Premier League",2014-04-05,FALSE,FALSE,"Long","Fulham","Aston Villa","Steve Sidwell","NaN"
"24571","http://www.bbc.co.uk/sport/0/football/26797091","Aston Villa","Fulham","1-2","Premier League",2014-04-05,FALSE,FALSE,"Long","Fulham","Aston Villa","Lewis Holtby","Hugo Rodallega"
"24581","http://www.bbc.co.uk/sport/0/football/26797091","Aston Villa","Fulham","1-2","Premier League",2014-04-05,FALSE,FALSE,"Long","Aston Villa","Fulham","Marc Albrighton","NaN"
"24587","http://www.bbc.co.uk/sport/0/football/26797091","Aston Villa","Fulham","1-2","Premier League",2014-04-05,FALSE,FALSE,"Long","Fulham","Aston Villa","Steve Sidwell","Cauley Woodrow"
"24589","http://www.bbc.co.uk/sport/0/football/26797091","Aston Villa","Fulham","1-2","Premier League",2014-04-05,FALSE,FALSE,"Long","Fulham","Aston Villa","Lewis Holtby","Cauley Woodrow"
"24591","http://www.bbc.co.uk/sport/0/football/26797091","Aston Villa","Fulham","1-2","Premier League",2014-04-05,FALSE,FALSE,"Long","Fulham","Aston Villa","Cauley Woodrow","Mahamadou Diarra"
"24601","http://www.bbc.co.uk/sport/0/football/26797091","Aston Villa","Fulham","1-2","Premier League",2014-04-05,FALSE,FALSE,"Rwide","Fulham","Aston Villa","Cauley Woodrow","NaN"
"24603","http://www.bbc.co.uk/sport/0/football/26797091","Aston Villa","Fulham","1-2","Premier League",2014-04-05,FALSE,FALSE,"Long","Aston Villa","Fulham","Leandro Bacuna","Ryan Bertrand"
"24605","http://www.bbc.co.uk/sport/0/football/26797091","Aston Villa","Fulham","1-2","Premier League",2014-04-05,FALSE,FALSE,"Long","Fulham","Aston Villa","Steve Sidwell","Lewis Holtby"
"24607","http://www.bbc.co.uk/sport/0/football/26797091","Aston Villa","Fulham","1-2","Premier League",2014-04-05,FALSE,FALSE,"Rwide","Aston Villa","Fulham","Leandro Bacuna","Marc Albrighton"
"24615","http://www.bbc.co.uk/sport/0/football/26797091","Aston Villa","Fulham","1-2","Premier League",2014-04-05,FALSE,TRUE,"Central","Aston Villa","Fulham","Andreas Weimann","Marc Albrighton"
"24643","http://www.bbc.co.uk/sport/0/football/26797091","Aston Villa","Fulham","1-2","Premier League",2014-04-05,FALSE,FALSE,"Long","Fulham","Aston Villa","Cauley Woodrow","Mahamadou Diarra"
"24645","http://www.bbc.co.uk/sport/0/football/26797091","Aston Villa","Fulham","1-2","Premier League",2014-04-05,FALSE,FALSE,"Long","Aston Villa","Fulham","Marc Albrighton","NaN"
"24647","http://www.bbc.co.uk/sport/0/football/26797091","Aston Villa","Fulham","1-2","Premier League",2014-04-05,FALSE,TRUE,"Central","Fulham","Aston Villa","Cauley Woodrow","Pajtim Kasami"
"24657","http://www.bbc.co.uk/sport/0/football/26797092","Cardiff","Crystal Palace","0-3","Premier League",2014-04-05,FALSE,FALSE,"Rwide","Crystal Palace","Cardiff City","Glenn Murray","Marouane Chamakh"
"24659","http://www.bbc.co.uk/sport/0/football/26797092","Cardiff","Crystal Palace","0-3","Premier League",2014-04-05,FALSE,FALSE,"Rwide","Crystal Palace","Cardiff City","Jason Puncheon","Glenn Murray"
"24661","http://www.bbc.co.uk/sport/0/football/26797092","Cardiff","Crystal Palace","0-3","Premier League",2014-04-05,FALSE,TRUE,"Central","Cardiff City","Crystal Palace","Andrew Taylor","Don Cowie"
"24663","http://www.bbc.co.uk/sport/0/football/26797092","Cardiff","Crystal Palace","0-3","Premier League",2014-04-05,FALSE,FALSE,"Rwide","Cardiff City","Crystal Palace","Fraizer Campbell","NaN"
"24665","http://www.bbc.co.uk/sport/0/football/26797092","Cardiff","Crystal Palace","0-3","Premier League",2014-04-05,TRUE,FALSE,"Long","Crystal Palace","Cardiff City","Jason Puncheon","Adrian Mariappa"
"24671","http://www.bbc.co.uk/sport/0/football/26797092","Cardiff","Crystal Palace","0-3","Premier League",2014-04-05,FALSE,FALSE,"Long","Cardiff City","Crystal Palace","Craig Bellamy","Don Cowie"
"24675","http://www.bbc.co.uk/sport/0/football/26797092","Cardiff","Crystal Palace","0-3","Premier League",2014-04-05,FALSE,TRUE,"Close","Cardiff City","Crystal Palace","Fraizer Campbell","Craig Bellamy"
"24705","http://www.bbc.co.uk/sport/0/football/26797092","Cardiff","Crystal Palace","0-3","Premier League",2014-04-05,TRUE,FALSE,"Close","Crystal Palace","Cardiff City","Joe Ledley","NaN"
"24707","http://www.bbc.co.uk/sport/0/football/26797092","Cardiff","Crystal Palace","0-3","Premier League",2014-04-05,FALSE,TRUE,"Central","Crystal Palace","Cardiff City","Marouane Chamakh","Jason Puncheon"
"24725","http://www.bbc.co.uk/sport/0/football/26797092","Cardiff","Crystal Palace","0-3","Premier League",2014-04-05,FALSE,TRUE,"Close","Cardiff City","Crystal Palace","Kenwyne Jones","Craig Noone"
"24731","http://www.bbc.co.uk/sport/0/football/26797092","Cardiff","Crystal Palace","0-3","Premier League",2014-04-05,FALSE,FALSE,"Long","Cardiff City","Crystal Palace","Craig Noone","Gary Medel"
"24739","http://www.bbc.co.uk/sport/0/football/26797092","Cardiff","Crystal Palace","0-3","Premier League",2014-04-05,FALSE,TRUE,"Central","Cardiff City","Crystal Palace","Steven Caulker","Ben Turner"
