"selection1_team_1","selection1_team_2","selection1_team_2_url","selection1_score","selection1_score_url"
"New England Revolution","Real Salt Lake","http://usa.worldfootball.net/teams/real-salt-lake/","0:2 (0:1)","http://usa.worldfootball.net/report/major-league-soccer-2011-new-england-revolution-real-salt-lake/"
"D.C. United","Los Angeles Galaxy","http://usa.worldfootball.net/teams/los-angeles-galaxy/","1:1 (0:1)","http://usa.worldfootball.net/report/major-league-soccer-2011-d-c-united-los-angeles-galaxy/"
"CD Chivas","Columbus Crew","http://usa.worldfootball.net/teams/columbus-crew/","0:0 (0:0)","http://usa.worldfootball.net/report/major-league-soccer-2011-cd-chivas-columbus-crew/"
"San Jose Earthquakes","Toronto FC","http://usa.worldfootball.net/teams/toronto-fc/","1:1 (1:1)","http://usa.worldfootball.net/report/major-league-soccer-2011-san-jose-earthquakes-toronto-fc/"
"Houston Dynamo","Vancouver Whitecaps","http://usa.worldfootball.net/teams/vancouver-whitecaps/","3:1 (2:1)","http://usa.worldfootball.net/report/major-league-soccer-2011-houston-dynamo-vancouver-whitecaps/"
"Toronto FC","Los Angeles Galaxy","http://usa.worldfootball.net/teams/los-angeles-galaxy/","0:0 (0:0)","http://usa.worldfootball.net/report/major-league-soccer-2011-toronto-fc-los-angeles-galaxy/"
"Real Salt Lake","Colorado Rapids","http://usa.worldfootball.net/teams/colorado-rapids/","1:0 (0:0)","http://usa.worldfootball.net/report/major-league-soccer-2011-real-salt-lake-colorado-rapids/"
"Portland Timbers","Chicago Fire","http://usa.worldfootball.net/teams/chicago-fire/","4:2 (2:0)","http://usa.worldfootball.net/report/major-league-soccer-2011-portland-timbers-chicago-fire/"
"Philadelphia Union","Seattle Sounders","http://usa.worldfootball.net/teams/seattle-sounders/","1:1 (1:0)","http://usa.worldfootball.net/report/major-league-soccer-2011-philadelphia-union-seattle-sounders/"
"Toronto FC","D.C. United","http://usa.worldfootball.net/teams/d-c-united/","0:3 (0:2)","http://usa.worldfootball.net/report/major-league-soccer-2011-toronto-fc-d-c-united/"
"Vancouver Whitecaps","CD Chivas","http://usa.worldfootball.net/teams/cd-chivas/","0:0 (0:0)","http://usa.worldfootball.net/report/major-league-soccer-2011-vancouver-whitecaps-cd-chivas/"
"Columbus Crew","Sporting Kansas City","http://usa.worldfootball.net/teams/sporting-kansas-city/","1:0 (0:0)","http://usa.worldfootball.net/report/major-league-soccer-2011-columbus-crew-sporting-kansas-city/"
"New York RB","San Jose Earthquakes","http://usa.worldfootball.net/teams/san-jose-earthquakes/","3:0 (2:0)","http://usa.worldfootball.net/report/major-league-soccer-2011-new-york-rb-san-jose-earthquakes/"
"Chicago Fire","Los Angeles Galaxy","http://usa.worldfootball.net/teams/los-angeles-galaxy/","1:2 (0:1)","http://usa.worldfootball.net/report/major-league-soccer-2011-chicago-fire-los-angeles-galaxy/"
"Portland Timbers","FC Dallas","http://usa.worldfootball.net/teams/fc-dallas/","3:2 (2:0)","http://usa.worldfootball.net/report/major-league-soccer-2011-portland-timbers-fc-dallas/"
"Houston Dynamo","New England Revolution","http://usa.worldfootball.net/teams/new-england-revolution/","1:0 (0:0)","http://usa.worldfootball.net/report/major-league-soccer-2011-houston-dynamo-new-england-revolution/"
"D.C. United","New York RB","http://usa.worldfootball.net/teams/new-york-rb/","0:4 (0:2)","http://usa.worldfootball.net/report/major-league-soccer-2011-d-c-united-new-york-rb/"
"Colorado Rapids","Seattle Sounders","http://usa.worldfootball.net/teams/seattle-sounders/","0:1 (0:1)","http://usa.worldfootball.net/report/major-league-soccer-2011-colorado-rapids-seattle-sounders/"
"Toronto FC","Columbus Crew","http://usa.worldfootball.net/teams/columbus-crew/","1:1 (1:0)","http://usa.worldfootball.net/report/major-league-soccer-2011-toronto-fc-columbus-crew/"
"San Jose Earthquakes","CD Chivas","http://usa.worldfootball.net/teams/cd-chivas/","1:2 (1:1)","http://usa.worldfootball.net/report/major-league-soccer-2011-san-jose-earthquakes-cd-chivas/"
"Vancouver Whitecaps","FC Dallas","http://usa.worldfootball.net/teams/fc-dallas/","1:2 (1:0)","http://usa.worldfootball.net/report/major-league-soccer-2011-vancouver-whitecaps-fc-dallas/"
"New England Revolution","Sporting Kansas City","http://usa.worldfootball.net/teams/sporting-kansas-city/","3:2 (1:1)","http://usa.worldfootball.net/report/major-league-soccer-2011-new-england-revolution-sporting-kansas-city/"
"Chicago Fire","Houston Dynamo","http://usa.worldfootball.net/teams/houston-dynamo/","1:1 (1:0)","http://usa.worldfootball.net/report/major-league-soccer-2011-chicago-fire-houston-dynamo/"
"Los Angeles Galaxy","Portland Timbers","http://usa.worldfootball.net/teams/portland-timbers/","3:0 (2:0)","http://usa.worldfootball.net/report/major-league-soccer-2011-los-angeles-galaxy-portland-timbers/"
"Houston Dynamo","D.C. United","http://usa.worldfootball.net/teams/d-c-united/","4:1 (2:1)","http://usa.worldfootball.net/report/major-league-soccer-2011-houston-dynamo-d-c-united/"
"Philadelphia Union","San Jose Earthquakes","http://usa.worldfootball.net/teams/san-jose-earthquakes/","1:0 (0:0)","http://usa.worldfootball.net/report/major-league-soccer-2011-philadelphia-union-san-jose-earthquakes/"
"New York RB","Sporting Kansas City","http://usa.worldfootball.net/teams/sporting-kansas-city/","1:0 (1:0)","http://usa.worldfootball.net/report/major-league-soccer-2011-new-york-rb-sporting-kansas-city/"
"Columbus Crew","Vancouver Whitecaps","http://usa.worldfootball.net/teams/vancouver-whitecaps/","2:1 (0:0)","http://usa.worldfootball.net/report/major-league-soccer-2011-columbus-crew-vancouver-whitecaps/"
"Colorado Rapids","Chicago Fire","http://usa.worldfootball.net/teams/chicago-fire/","1:1 (0:1)","http://usa.worldfootball.net/report/major-league-soccer-2011-colorado-rapids-chicago-fire/"
"Seattle Sounders","Toronto FC","http://usa.worldfootball.net/teams/toronto-fc/","3:0 (1:0)","http://usa.worldfootball.net/report/major-league-soccer-2011-seattle-sounders-toronto-fc/"
"Portland Timbers","Real Salt Lake","http://usa.worldfootball.net/teams/real-salt-lake/","1:0 (1:0)","http://usa.worldfootball.net/report/major-league-soccer-2011-portland-timbers-real-salt-lake/"
"CD Chivas","New England Revolution","http://usa.worldfootball.net/teams/new-england-revolution/","3:0 (2:0)","http://usa.worldfootball.net/report/major-league-soccer-2011-cd-chivas-new-england-revolution/"
"FC Dallas","Los Angeles Galaxy","http://usa.worldfootball.net/teams/los-angeles-galaxy/","2:1 (0:0)","http://usa.worldfootball.net/report/major-league-soccer-2011-fc-dallas-los-angeles-galaxy/"
"D.C. United","Seattle Sounders","http://usa.worldfootball.net/teams/seattle-sounders/","2:1 (1:0)","http://usa.worldfootball.net/report/major-league-soccer-2011-d-c-united-seattle-sounders/"
"Houston Dynamo","Colorado Rapids","http://usa.worldfootball.net/teams/colorado-rapids/","1:2 (0:0)","http://usa.worldfootball.net/report/major-league-soccer-2011-houston-dynamo-colorado-rapids/"
"Portland Timbers","Philadelphia Union","http://usa.worldfootball.net/teams/philadelphia-union/","1:0 (0:0)","http://usa.worldfootball.net/report/major-league-soccer-2011-portland-timbers-philadelphia-union/"
"Real Salt Lake","CD Chivas","http://usa.worldfootball.net/teams/cd-chivas/","1:0 (0:0)","http://usa.worldfootball.net/report/major-league-soccer-2011-real-salt-lake-cd-chivas/"
"Toronto FC","Houston Dynamo","http://usa.worldfootball.net/teams/houston-dynamo/","2:1 (0:0)","http://usa.worldfootball.net/report/major-league-soccer-2011-toronto-fc-houston-dynamo/"
"New England Revolution","Colorado Rapids","http://usa.worldfootball.net/teams/colorado-rapids/","0:0 (0:0)","http://usa.worldfootball.net/report/major-league-soccer-2011-new-england-revolution-colorado-rapids/"
"D.C. United","FC Dallas","http://usa.worldfootball.net/teams/fc-dallas/","0:0 (0:0)","http://usa.worldfootball.net/report/major-league-soccer-2011-d-c-united-fc-dallas/"
"Columbus Crew","Seattle Sounders","http://usa.worldfootball.net/teams/seattle-sounders/","1:1 (0:1)","http://usa.worldfootball.net/report/major-league-soccer-2011-columbus-crew-seattle-sounders/"
"Chicago Fire","Vancouver Whitecaps","http://usa.worldfootball.net/teams/vancouver-whitecaps/","0:0 (0:0)","http://usa.worldfootball.net/report/major-league-soccer-2011-chicago-fire-vancouver-whitecaps/"
"Los Angeles Galaxy","New York RB","http://usa.worldfootball.net/teams/new-york-rb/","1:1 (1:1)","http://usa.worldfootball.net/report/major-league-soccer-2011-los-angeles-galaxy-new-york-rb/"
"Philadelphia Union","Los Angeles Galaxy","http://usa.worldfootball.net/teams/los-angeles-galaxy/","1:1 (0:1)","http://usa.worldfootball.net/report/major-league-soccer-2011-philadelphia-union-los-angeles-galaxy/"
"FC Dallas","Toronto FC","http://usa.worldfootball.net/teams/toronto-fc/","1:0 (1:0)","http://usa.worldfootball.net/report/major-league-soccer-2011-fc-dallas-toronto-fc/"
"Vancouver Whitecaps","San Jose Earthquakes","http://usa.worldfootball.net/teams/san-jose-earthquakes/","1:1 (0:1)","http://usa.worldfootball.net/report/major-league-soccer-2011-vancouver-whitecaps-san-jose-earthquakes/"
"Toronto FC","Chicago Fire","http://usa.worldfootball.net/teams/chicago-fire/","2:2 (1:0)","http://usa.worldfootball.net/report/major-league-soccer-2011-toronto-fc-chicago-fire/"
"D.C. United","Colorado Rapids","http://usa.worldfootball.net/teams/colorado-rapids/","1:1 (0:1)","http://usa.worldfootball.net/report/major-league-soccer-2011-d-c-united-colorado-rapids/"
"New England Revolution","Vancouver Whitecaps","http://usa.worldfootball.net/teams/vancouver-whitecaps/","1:0 (0:0)","http://usa.worldfootball.net/report/major-league-soccer-2011-new-england-revolution-vancouver-whitecaps/"
"FC Dallas","Philadelphia Union","http://usa.worldfootball.net/teams/philadelphia-union/","2:0 (2:0)","http://usa.worldfootball.net/report/major-league-soccer-2011-fc-dallas-philadelphia-union/"
"Real Salt Lake","Houston Dynamo","http://usa.worldfootball.net/teams/houston-dynamo/","0:0 (0:0)","http://usa.worldfootball.net/report/major-league-soccer-2011-real-salt-lake-houston-dynamo/"
"San Jose Earthquakes","Columbus Crew","http://usa.worldfootball.net/teams/columbus-crew/","3:0 (0:0)","http://usa.worldfootball.net/report/major-league-soccer-2011-san-jose-earthquakes-columbus-crew/"
"Los Angeles Galaxy","Sporting Kansas City","http://usa.worldfootball.net/teams/sporting-kansas-city/","4:1 (1:1)","http://usa.worldfootball.net/report/major-league-soccer-2011-los-angeles-galaxy-sporting-kansas-city/"
"Seattle Sounders","Portland Timbers","http://usa.worldfootball.net/teams/portland-timbers/","1:1 (0:0)","http://usa.worldfootball.net/report/major-league-soccer-2011-seattle-sounders-portland-timbers/"
"New York RB","CD Chivas","http://usa.worldfootball.net/teams/cd-chivas/","2:3 (2:2)","http://usa.worldfootball.net/report/major-league-soccer-2011-new-york-rb-cd-chivas/"
"Philadelphia Union","Chicago Fire","http://usa.worldfootball.net/teams/chicago-fire/","2:1 (0:0)","http://usa.worldfootball.net/report/major-league-soccer-2011-philadelphia-union-chicago-fire/"
"Houston Dynamo","New York RB","http://usa.worldfootball.net/teams/new-york-rb/","2:2 (1:1)","http://usa.worldfootball.net/report/major-league-soccer-2011-houston-dynamo-new-york-rb/"
"CD Chivas","Los Angeles Galaxy","http://usa.worldfootball.net/teams/los-angeles-galaxy/","0:1 (0:1)","http://usa.worldfootball.net/report/major-league-soccer-2011-cd-chivas-los-angeles-galaxy/"
"Seattle Sounders","Sporting Kansas City","http://usa.worldfootball.net/teams/sporting-kansas-city/","1:0 (0:0)","http://usa.worldfootball.net/report/major-league-soccer-2011-seattle-sounders-sporting-kansas-city/"
"San Jose Earthquakes","New England Revolution","http://usa.worldfootball.net/teams/new-england-revolution/","2:1 (0:0)","http://usa.worldfootball.net/report/major-league-soccer-2011-san-jose-earthquakes-new-england-revolution/"
"Portland Timbers","Columbus Crew","http://usa.worldfootball.net/teams/columbus-crew/","1:0 (0:0)","http://usa.worldfootball.net/report/major-league-soccer-2011-portland-timbers-columbus-crew/"
"FC Dallas","Real Salt Lake","http://usa.worldfootball.net/teams/real-salt-lake/","0:0 (0:0)","http://usa.worldfootball.net/report/major-league-soccer-2011-fc-dallas-real-salt-lake/"
"Colorado Rapids","Toronto FC","http://usa.worldfootball.net/teams/toronto-fc/","0:0 (0:0)","http://usa.worldfootball.net/report/major-league-soccer-2011-colorado-rapids-toronto-fc/"
"New York RB","Colorado Rapids","http://usa.worldfootball.net/teams/colorado-rapids/","2:2 (2:2)","http://usa.worldfootball.net/report/major-league-soccer-2011-new-york-rb-colorado-rapids/"
"Seattle Sounders","FC Dallas","http://usa.worldfootball.net/teams/fc-dallas/","0:1 (0:1)","http://usa.worldfootball.net/report/major-league-soccer-2011-seattle-sounders-fc-dallas/"
"Los Angeles Galaxy","Houston Dynamo","http://usa.worldfootball.net/teams/houston-dynamo/","1:0 (1:0)","http://usa.worldfootball.net/report/major-league-soccer-2011-los-angeles-galaxy-houston-dynamo/"
"Toronto FC","Philadelphia Union","http://usa.worldfootball.net/teams/philadelphia-union/","2:6 (0:3)","http://usa.worldfootball.net/report/major-league-soccer-2011-toronto-fc-philadelphia-union/"
"Vancouver Whitecaps","New York RB","http://usa.worldfootball.net/teams/new-york-rb/","1:1 (1:1)","http://usa.worldfootball.net/report/major-league-soccer-2011-vancouver-whitecaps-new-york-rb/"
"Columbus Crew","CD Chivas","http://usa.worldfootball.net/teams/cd-chivas/","3:3 (1:2)","http://usa.worldfootball.net/report/major-league-soccer-2011-columbus-crew-cd-chivas/"
"New England Revolution","Los Angeles Galaxy","http://usa.worldfootball.net/teams/los-angeles-galaxy/","0:1 (0:0)","http://usa.worldfootball.net/report/major-league-soccer-2011-new-england-revolution-los-angeles-galaxy/"
"Houston Dynamo","FC Dallas","http://usa.worldfootball.net/teams/fc-dallas/","2:2 (1:1)","http://usa.worldfootball.net/report/major-league-soccer-2011-houston-dynamo-fc-dallas/"
"Chicago Fire","San Jose Earthquakes","http://usa.worldfootball.net/teams/san-jose-earthquakes/","2:2 (0:0)","http://usa.worldfootball.net/report/major-league-soccer-2011-chicago-fire-san-jose-earthquakes/"
"Colorado Rapids","Sporting Kansas City","http://usa.worldfootball.net/teams/sporting-kansas-city/","1:1 (1:0)","http://usa.worldfootball.net/report/major-league-soccer-2011-colorado-rapids-sporting-kansas-city/"
"Real Salt Lake","Seattle Sounders","http://usa.worldfootball.net/teams/seattle-sounders/","1:2 (0:0)","http://usa.worldfootball.net/report/major-league-soccer-2011-real-salt-lake-seattle-sounders/"
"Portland Timbers","D.C. United","http://usa.worldfootball.net/teams/d-c-united/","2:3 (0:1)","http://usa.worldfootball.net/report/major-league-soccer-2011-portland-timbers-d-c-united/"
"CD Chivas","Vancouver Whitecaps","http://usa.worldfootball.net/teams/vancouver-whitecaps/","1:1 (0:0)","http://usa.worldfootball.net/report/major-league-soccer-2011-cd-chivas-vancouver-whitecaps/"
"Los Angeles Galaxy","D.C. United","http://usa.worldfootball.net/teams/d-c-united/","0:0 (0:0)","http://usa.worldfootball.net/report/major-league-soccer-2011-los-angeles-galaxy-d-c-united/"
"Toronto FC","Sporting Kansas City","http://usa.worldfootball.net/teams/sporting-kansas-city/","0:0 (0:0)","http://usa.worldfootball.net/report/major-league-soccer-2011-toronto-fc-sporting-kansas-city/"
"New York RB","Columbus Crew","http://usa.worldfootball.net/teams/columbus-crew/","1:1 (1:0)","http://usa.worldfootball.net/report/major-league-soccer-2011-new-york-rb-columbus-crew/"
"Chicago Fire","Seattle Sounders","http://usa.worldfootball.net/teams/seattle-sounders/","0:0 (0:0)","http://usa.worldfootball.net/report/major-league-soccer-2011-chicago-fire-seattle-sounders/"
"FC Dallas","New England Revolution","http://usa.worldfootball.net/teams/new-england-revolution/","1:0 (0:0)","http://usa.worldfootball.net/report/major-league-soccer-2011-fc-dallas-new-england-revolution/"
"Colorado Rapids","Philadelphia Union","http://usa.worldfootball.net/teams/philadelphia-union/","1:1 (0:0)","http://usa.worldfootball.net/report/major-league-soccer-2011-colorado-rapids-philadelphia-union/"
"Real Salt Lake","Vancouver Whitecaps","http://usa.worldfootball.net/teams/vancouver-whitecaps/","2:0 (1:0)","http://usa.worldfootball.net/report/major-league-soccer-2011-real-salt-lake-vancouver-whitecaps/"
"San Jose Earthquakes","Houston Dynamo","http://usa.worldfootball.net/teams/houston-dynamo/","2:0 (0:0)","http://usa.worldfootball.net/report/major-league-soccer-2011-san-jose-earthquakes-houston-dynamo/"
"CD Chivas","Portland Timbers","http://usa.worldfootball.net/teams/portland-timbers/","1:0 (0:0)","http://usa.worldfootball.net/report/major-league-soccer-2011-cd-chivas-portland-timbers/"
"Columbus Crew","Real Salt Lake","http://usa.worldfootball.net/teams/real-salt-lake/","2:1 (0:1)","http://usa.worldfootball.net/report/major-league-soccer-2011-columbus-crew-real-salt-lake/"
"Sporting Kansas City","Chicago Fire","http://usa.worldfootball.net/teams/chicago-fire/","0:0 (0:0)","http://usa.worldfootball.net/report/major-league-soccer-2011-sporting-kansas-city-chicago-fire/"
"New York RB","New England Revolution","http://usa.worldfootball.net/teams/new-england-revolution/","2:1 (1:0)","http://usa.worldfootball.net/report/major-league-soccer-2011-new-york-rb-new-england-revolution/"
