"selection1_team_1","selection1_team_2","selection1_team_2_url","selection1_score","selection1_score_url"
"New England Revolution","Tampa Bay Mutiny","http://usa.worldfootball.net/teams/tampa-bay-mutiny/","0:1","http://usa.worldfootball.net/report/major-league-soccer-1999-new-england-revolution-tampa-bay-mutiny_2/"
"Colorado Rapids","Dallas Burn","http://usa.worldfootball.net/teams/fc-dallas/","0:3","http://usa.worldfootball.net/report/major-league-soccer-1999-colorado-rapids-fc-dallas/"
"MetroStars","Columbus Crew","http://usa.worldfootball.net/teams/columbus-crew/","2:4","http://usa.worldfootball.net/report/major-league-soccer-1999-new-york-rb-columbus-crew/"
"Miami Fusion","D.C. United","http://usa.worldfootball.net/teams/d-c-united/","2:3 n.P.","http://usa.worldfootball.net/report/major-league-soccer-1999-miami-fusion-d-c-united/"
"Los Angeles Galaxy","MetroStars","http://usa.worldfootball.net/teams/new-york-rb/","4:1","http://usa.worldfootball.net/report/major-league-soccer-1999-los-angeles-galaxy-new-york-rb/"
"San Jose Clash","New England Revolution","http://usa.worldfootball.net/teams/new-england-revolution/","2:1","http://usa.worldfootball.net/report/major-league-soccer-1999-san-jose-earthquakes-new-england-revolution/"
"Columbus Crew","Tampa Bay Mutiny","http://usa.worldfootball.net/teams/tampa-bay-mutiny/","1:2 n.P.","http://usa.worldfootball.net/report/major-league-soccer-1999-columbus-crew-tampa-bay-mutiny/"
"Dallas Burn","Chicago Fire","http://usa.worldfootball.net/teams/chicago-fire/","4:3 n.P.","http://usa.worldfootball.net/report/major-league-soccer-1999-fc-dallas-chicago-fire/"
"Chicago Fire","Kansas City Wizards","http://usa.worldfootball.net/teams/sporting-kansas-city/","2:0","http://usa.worldfootball.net/report/major-league-soccer-1999-chicago-fire-sporting-kansas-city/"
"D.C. United","Miami Fusion","http://usa.worldfootball.net/teams/miami-fusion/","3:1","http://usa.worldfootball.net/report/major-league-soccer-1999-d-c-united-miami-fusion/"
"MetroStars","New England Revolution","http://usa.worldfootball.net/teams/new-england-revolution/","1:2 n.P.","http://usa.worldfootball.net/report/major-league-soccer-1999-new-york-rb-new-england-revolution/"
"Tampa Bay Mutiny","Columbus Crew","http://usa.worldfootball.net/teams/columbus-crew/","2:1","http://usa.worldfootball.net/report/major-league-soccer-1999-tampa-bay-mutiny-columbus-crew/"
"Colorado Rapids","D.C. United","http://usa.worldfootball.net/teams/d-c-united/","0:1","http://usa.worldfootball.net/report/major-league-soccer-1999-colorado-rapids-d-c-united/"
"Chicago Fire","New England Revolution","http://usa.worldfootball.net/teams/new-england-revolution/","2:1","http://usa.worldfootball.net/report/major-league-soccer-1999-chicago-fire-new-england-revolution/"
"Dallas Burn","Los Angeles Galaxy","http://usa.worldfootball.net/teams/los-angeles-galaxy/","1:0","http://usa.worldfootball.net/report/major-league-soccer-1999-fc-dallas-los-angeles-galaxy_2/"
"San Jose Clash","MetroStars","http://usa.worldfootball.net/teams/new-york-rb/","2:1 n.P.","http://usa.worldfootball.net/report/major-league-soccer-1999-san-jose-earthquakes-new-york-rb/"
"Kansas City Wizards","Miami Fusion","http://usa.worldfootball.net/teams/miami-fusion/","2:0","http://usa.worldfootball.net/report/major-league-soccer-1999-sporting-kansas-city-miami-fusion/"
"Los Angeles Galaxy","San Jose Clash","http://usa.worldfootball.net/teams/san-jose-earthquakes/","3:1","http://usa.worldfootball.net/report/major-league-soccer-1999-los-angeles-galaxy-san-jose-earthquakes/"
"Miami Fusion","Los Angeles Galaxy","http://usa.worldfootball.net/teams/los-angeles-galaxy/","1:2","http://usa.worldfootball.net/report/major-league-soccer-1999-miami-fusion-los-angeles-galaxy/"
"San Jose Clash","Kansas City Wizards","http://usa.worldfootball.net/teams/sporting-kansas-city/","2:0","http://usa.worldfootball.net/report/major-league-soccer-1999-san-jose-earthquakes-sporting-kansas-city_2/"
"Columbus Crew","Colorado Rapids","http://usa.worldfootball.net/teams/colorado-rapids/","2:1","http://usa.worldfootball.net/report/major-league-soccer-1999-columbus-crew-colorado-rapids/"
"New England Revolution","Tampa Bay Mutiny","http://usa.worldfootball.net/teams/tampa-bay-mutiny/","1:5","http://usa.worldfootball.net/report/major-league-soccer-1999-new-england-revolution-tampa-bay-mutiny/"
"D.C. United","Dallas Burn","http://usa.worldfootball.net/teams/fc-dallas/","4:1","http://usa.worldfootball.net/report/major-league-soccer-1999-d-c-united-fc-dallas/"
"MetroStars","Chicago Fire","http://usa.worldfootball.net/teams/chicago-fire/","1:2","http://usa.worldfootball.net/report/major-league-soccer-1999-new-york-rb-chicago-fire/"
"New England Revolution","Kansas City Wizards","http://usa.worldfootball.net/teams/sporting-kansas-city/","3:2","http://usa.worldfootball.net/report/major-league-soccer-1999-new-england-revolution-sporting-kansas-city/"
"Colorado Rapids","Kansas City Wizards","http://usa.worldfootball.net/teams/sporting-kansas-city/","1:0 n.P.","http://usa.worldfootball.net/report/major-league-soccer-1999-colorado-rapids-sporting-kansas-city/"
"Tampa Bay Mutiny","D.C. United","http://usa.worldfootball.net/teams/d-c-united/","1:2","http://usa.worldfootball.net/report/major-league-soccer-1999-tampa-bay-mutiny-d-c-united/"
"Dallas Burn","San Jose Clash","http://usa.worldfootball.net/teams/san-jose-earthquakes/","1:0","http://usa.worldfootball.net/report/major-league-soccer-1999-fc-dallas-san-jose-earthquakes/"
"Los Angeles Galaxy","Chicago Fire","http://usa.worldfootball.net/teams/chicago-fire/","1:0","http://usa.worldfootball.net/report/major-league-soccer-1999-los-angeles-galaxy-chicago-fire/"
"Miami Fusion","New England Revolution","http://usa.worldfootball.net/teams/new-england-revolution/","2:1 n.P.","http://usa.worldfootball.net/report/major-league-soccer-1999-miami-fusion-new-england-revolution/"
"Columbus Crew","MetroStars","http://usa.worldfootball.net/teams/new-york-rb/","1:2","http://usa.worldfootball.net/report/major-league-soccer-1999-columbus-crew-new-york-rb/"
"Chicago Fire","Tampa Bay Mutiny","http://usa.worldfootball.net/teams/tampa-bay-mutiny/","2:1 n.P.","http://usa.worldfootball.net/report/major-league-soccer-1999-chicago-fire-tampa-bay-mutiny/"
"D.C. United","MetroStars","http://usa.worldfootball.net/teams/new-york-rb/","2:1 n.P.","http://usa.worldfootball.net/report/major-league-soccer-1999-d-c-united-new-york-rb/"
"Kansas City Wizards","Dallas Burn","http://usa.worldfootball.net/teams/fc-dallas/","1:2 n.P.","http://usa.worldfootball.net/report/major-league-soccer-1999-sporting-kansas-city-fc-dallas/"
"New England Revolution","Columbus Crew","http://usa.worldfootball.net/teams/columbus-crew/","0:1 n.P.","http://usa.worldfootball.net/report/major-league-soccer-1999-new-england-revolution-columbus-crew/"
"Colorado Rapids","Los Angeles Galaxy","http://usa.worldfootball.net/teams/los-angeles-galaxy/","1:0","http://usa.worldfootball.net/report/major-league-soccer-1999-colorado-rapids-los-angeles-galaxy/"
"San Jose Clash","Miami Fusion","http://usa.worldfootball.net/teams/miami-fusion/","6:1","http://usa.worldfootball.net/report/major-league-soccer-1999-san-jose-earthquakes-miami-fusion/"
"MetroStars","San Jose Clash","http://usa.worldfootball.net/teams/san-jose-earthquakes/","1:2","http://usa.worldfootball.net/report/major-league-soccer-1999-new-york-rb-san-jose-earthquakes/"
"Chicago Fire","Columbus Crew","http://usa.worldfootball.net/teams/columbus-crew/","1:2","http://usa.worldfootball.net/report/major-league-soccer-1999-chicago-fire-columbus-crew/"
"New England Revolution","Dallas Burn","http://usa.worldfootball.net/teams/fc-dallas/","0:1","http://usa.worldfootball.net/report/major-league-soccer-1999-new-england-revolution-fc-dallas/"
"Los Angeles Galaxy","D.C. United","http://usa.worldfootball.net/teams/d-c-united/","0:2","http://usa.worldfootball.net/report/major-league-soccer-1999-los-angeles-galaxy-d-c-united/"
"Kansas City Wizards","Colorado Rapids","http://usa.worldfootball.net/teams/colorado-rapids/","0:1 n.P.","http://usa.worldfootball.net/report/major-league-soccer-1999-sporting-kansas-city-colorado-rapids/"
"Tampa Bay Mutiny","MetroStars","http://usa.worldfootball.net/teams/new-york-rb/","1:2","http://usa.worldfootball.net/report/major-league-soccer-1999-tampa-bay-mutiny-new-york-rb/"
"San Jose Clash","Chicago Fire","http://usa.worldfootball.net/teams/chicago-fire/","2:0","http://usa.worldfootball.net/report/major-league-soccer-1999-san-jose-earthquakes-chicago-fire/"
"Columbus Crew","Miami Fusion","http://usa.worldfootball.net/teams/miami-fusion/","2:1","http://usa.worldfootball.net/report/major-league-soccer-1999-columbus-crew-miami-fusion/"
"Los Angeles Galaxy","Colorado Rapids","http://usa.worldfootball.net/teams/colorado-rapids/","4:0","http://usa.worldfootball.net/report/major-league-soccer-1999-los-angeles-galaxy-colorado-rapids/"
"Colorado Rapids","San Jose Clash","http://usa.worldfootball.net/teams/san-jose-earthquakes/","1:0 n.P.","http://usa.worldfootball.net/report/major-league-soccer-1999-colorado-rapids-san-jose-earthquakes/"
"New England Revolution","MetroStars","http://usa.worldfootball.net/teams/new-york-rb/","2:1","http://usa.worldfootball.net/report/major-league-soccer-1999-new-england-revolution-new-york-rb/"
"Dallas Burn","Los Angeles Galaxy","http://usa.worldfootball.net/teams/los-angeles-galaxy/","4:3","http://usa.worldfootball.net/report/major-league-soccer-1999-fc-dallas-los-angeles-galaxy/"
"Miami Fusion","Columbus Crew","http://usa.worldfootball.net/teams/columbus-crew/","4:1","http://usa.worldfootball.net/report/major-league-soccer-1999-miami-fusion-columbus-crew/"
"D.C. United","Tampa Bay Mutiny","http://usa.worldfootball.net/teams/tampa-bay-mutiny/","2:4","http://usa.worldfootball.net/report/major-league-soccer-1999-d-c-united-tampa-bay-mutiny/"
"San Jose Clash","Kansas City Wizards","http://usa.worldfootball.net/teams/sporting-kansas-city/","1:0","http://usa.worldfootball.net/report/major-league-soccer-1999-san-jose-earthquakes-sporting-kansas-city/"
"Colorado Rapids","Chicago Fire","http://usa.worldfootball.net/teams/chicago-fire/","0:1","http://usa.worldfootball.net/report/major-league-soccer-1999-colorado-rapids-chicago-fire/"
"Kansas City Wizards","Los Angeles Galaxy","http://usa.worldfootball.net/teams/los-angeles-galaxy/","0:1","http://usa.worldfootball.net/report/major-league-soccer-1999-sporting-kansas-city-los-angeles-galaxy/"
"Miami Fusion","Colorado Rapids","http://usa.worldfootball.net/teams/colorado-rapids/","2:0","http://usa.worldfootball.net/report/major-league-soccer-1999-miami-fusion-colorado-rapids/"
"D.C. United","New England Revolution","http://usa.worldfootball.net/teams/new-england-revolution/","1:2 n.P.","http://usa.worldfootball.net/report/major-league-soccer-1999-d-c-united-new-england-revolution/"
"Tampa Bay Mutiny","Dallas Burn","http://usa.worldfootball.net/teams/fc-dallas/","1:2","http://usa.worldfootball.net/report/major-league-soccer-1999-tampa-bay-mutiny-fc-dallas/"
"Columbus Crew","Chicago Fire","http://usa.worldfootball.net/teams/chicago-fire/","2:3 n.P.","http://usa.worldfootball.net/report/major-league-soccer-1999-columbus-crew-chicago-fire/"
"Dallas Burn","Chicago Fire","http://usa.worldfootball.net/teams/chicago-fire/","2:1","http://usa.worldfootball.net/report/major-league-soccer-1999-playoffs-viertelfinale-fc-dallas-chicago-fire_2/"
"D.C. United","Miami Fusion","http://usa.worldfootball.net/teams/miami-fusion/","2:0","http://usa.worldfootball.net/report/major-league-soccer-1999-playoffs-viertelfinale-d-c-united-miami-fusion/"
"Columbus Crew","Tampa Bay Mutiny","http://usa.worldfootball.net/teams/tampa-bay-mutiny/","2:0","http://usa.worldfootball.net/report/major-league-soccer-1999-playoffs-viertelfinale-columbus-crew-tampa-bay-mutiny/"
"Los Angeles Galaxy","Colorado Rapids","http://usa.worldfootball.net/teams/colorado-rapids/","3:0","http://usa.worldfootball.net/report/major-league-soccer-1999-playoffs-viertelfinale-los-angeles-galaxy-colorado-rapids/"
"Tampa Bay Mutiny","Columbus Crew","http://usa.worldfootball.net/teams/columbus-crew/","0:2","http://usa.worldfootball.net/report/major-league-soccer-1999-playoffs-viertelfinale-tampa-bay-mutiny-columbus-crew/"
"Chicago Fire","Dallas Burn","http://usa.worldfootball.net/teams/fc-dallas/","4:0","http://usa.worldfootball.net/report/major-league-soccer-1999-playoffs-viertelfinale-chicago-fire-fc-dallas/"
"Miami Fusion","D.C. United","http://usa.worldfootball.net/teams/d-c-united/","0:1 n.P.","http://usa.worldfootball.net/report/major-league-soccer-1999-playoffs-viertelfinale-miami-fusion-d-c-united/"
"Colorado Rapids","Los Angeles Galaxy","http://usa.worldfootball.net/teams/los-angeles-galaxy/","0:2","http://usa.worldfootball.net/report/major-league-soccer-1999-playoffs-viertelfinale-colorado-rapids-los-angeles-galaxy/"
"Dallas Burn","Chicago Fire","http://usa.worldfootball.net/teams/chicago-fire/","3:2","http://usa.worldfootball.net/report/major-league-soccer-1999-playoffs-viertelfinale-fc-dallas-chicago-fire/"
"D.C. United","Columbus Crew","http://usa.worldfootball.net/teams/columbus-crew/","2:1","http://usa.worldfootball.net/report/major-league-soccer-1999-playoffs-halbfinale-d-c-united-columbus-crew_2/"
"Los Angeles Galaxy","Dallas Burn","http://usa.worldfootball.net/teams/fc-dallas/","2:1","http://usa.worldfootball.net/report/major-league-soccer-1999-playoffs-halbfinale-los-angeles-galaxy-fc-dallas_2/"
"Columbus Crew","D.C. United","http://usa.worldfootball.net/teams/d-c-united/","5:1","http://usa.worldfootball.net/report/major-league-soccer-1999-playoffs-halbfinale-columbus-crew-d-c-united/"
"Dallas Burn","Los Angeles Galaxy","http://usa.worldfootball.net/teams/los-angeles-galaxy/","3:2 n.P.","http://usa.worldfootball.net/report/major-league-soccer-1999-playoffs-halbfinale-fc-dallas-los-angeles-galaxy/"
"Los Angeles Galaxy","Dallas Burn","http://usa.worldfootball.net/teams/fc-dallas/","3:1","http://usa.worldfootball.net/report/major-league-soccer-1999-playoffs-halbfinale-los-angeles-galaxy-fc-dallas/"
"D.C. United","Columbus Crew","http://usa.worldfootball.net/teams/columbus-crew/","4:0","http://usa.worldfootball.net/report/major-league-soccer-1999-playoffs-halbfinale-d-c-united-columbus-crew/"
"Los Angeles Galaxy","D.C. United","http://usa.worldfootball.net/teams/d-c-united/","0:2","http://usa.worldfootball.net/report/major-league-soccer-1999-playoffs-finale-los-angeles-galaxy-d-c-united/"
"Tampa Bay Mutiny","Columbus Crew","http://usa.worldfootball.net/teams/columbus-crew/","5:1","http://usa.worldfootball.net/report/major-league-soccer-2000-tampa-bay-mutiny-columbus-crew_2/"
"Miami Fusion","New England Revolution","http://usa.worldfootball.net/teams/new-england-revolution/","1:1 aet","http://usa.worldfootball.net/report/major-league-soccer-2000-miami-fusion-new-england-revolution_2/"
"Dallas Burn","Chicago Fire","http://usa.worldfootball.net/teams/chicago-fire/","4:2","http://usa.worldfootball.net/report/major-league-soccer-2000-fc-dallas-chicago-fire_2/"
"Los Angeles Galaxy","Colorado Rapids","http://usa.worldfootball.net/teams/colorado-rapids/","2:1","http://usa.worldfootball.net/report/major-league-soccer-2000-los-angeles-galaxy-colorado-rapids_2/"
"D.C. United","Los Angeles Galaxy","http://usa.worldfootball.net/teams/los-angeles-galaxy/","0:4","http://usa.worldfootball.net/report/major-league-soccer-2000-d-c-united-los-angeles-galaxy_2/"
"Tampa Bay Mutiny","New England Revolution","http://usa.worldfootball.net/teams/new-england-revolution/","1:0","http://usa.worldfootball.net/report/major-league-soccer-2000-tampa-bay-mutiny-new-england-revolution/"
"Dallas Burn","Colorado Rapids","http://usa.worldfootball.net/teams/colorado-rapids/","0:1","http://usa.worldfootball.net/report/major-league-soccer-2000-fc-dallas-colorado-rapids/"
"Kansas City Wizards","Chicago Fire","http://usa.worldfootball.net/teams/chicago-fire/","4:3","http://usa.worldfootball.net/report/major-league-soccer-2000-sporting-kansas-city-chicago-fire/"
"Columbus Crew","San Jose Earthquakes","http://usa.worldfootball.net/teams/san-jose-earthquakes/","2:1 aet","http://usa.worldfootball.net/report/major-league-soccer-2000-columbus-crew-san-jose-earthquakes_2/"
"Miami Fusion","MetroStars","http://usa.worldfootball.net/teams/new-york-rb/","3:1","http://usa.worldfootball.net/report/major-league-soccer-2000-miami-fusion-new-york-rb_2/"
"Dallas Burn","Tampa Bay Mutiny","http://usa.worldfootball.net/teams/tampa-bay-mutiny/","1:0","http://usa.worldfootball.net/report/major-league-soccer-2000-fc-dallas-tampa-bay-mutiny_2/"
"MetroStars","D.C. United","http://usa.worldfootball.net/teams/d-c-united/","3:2","http://usa.worldfootball.net/report/major-league-soccer-2000-new-york-rb-d-c-united_2/"
"Columbus Crew","Chicago Fire","http://usa.worldfootball.net/teams/chicago-fire/","0:2","http://usa.worldfootball.net/report/major-league-soccer-2000-columbus-crew-chicago-fire_2/"
"Los Angeles Galaxy","New England Revolution","http://usa.worldfootball.net/teams/new-england-revolution/","2:2 aet","http://usa.worldfootball.net/report/major-league-soccer-2000-los-angeles-galaxy-new-england-revolution/"
"Kansas City Wizards","Colorado Rapids","http://usa.worldfootball.net/teams/colorado-rapids/","3:0","http://usa.worldfootball.net/report/major-league-soccer-2000-sporting-kansas-city-colorado-rapids_2/"
"Miami Fusion","San Jose Earthquakes","http://usa.worldfootball.net/teams/san-jose-earthquakes/","0:0 aet","http://usa.worldfootball.net/report/major-league-soccer-2000-miami-fusion-san-jose-earthquakes/"
"D.C. United","Chicago Fire","http://usa.worldfootball.net/teams/chicago-fire/","3:2","http://usa.worldfootball.net/report/major-league-soccer-2000-d-c-united-chicago-fire/"
"Dallas Burn","New England Revolution","http://usa.worldfootball.net/teams/new-england-revolution/","2:1","http://usa.worldfootball.net/report/major-league-soccer-2000-fc-dallas-new-england-revolution/"
"San Jose Earthquakes","MetroStars","http://usa.worldfootball.net/teams/new-york-rb/","2:0","http://usa.worldfootball.net/report/major-league-soccer-2000-san-jose-earthquakes-new-york-rb/"
"Columbus Crew","Los Angeles Galaxy","http://usa.worldfootball.net/teams/los-angeles-galaxy/","2:2 aet","http://usa.worldfootball.net/report/major-league-soccer-2000-columbus-crew-los-angeles-galaxy/"
"Colorado Rapids","Tampa Bay Mutiny","http://usa.worldfootball.net/teams/tampa-bay-mutiny/","1:0","http://usa.worldfootball.net/report/major-league-soccer-2000-colorado-rapids-tampa-bay-mutiny/"
"Miami Fusion","Kansas City Wizards","http://usa.worldfootball.net/teams/sporting-kansas-city/","0:0 aet","http://usa.worldfootball.net/report/major-league-soccer-2000-miami-fusion-sporting-kansas-city/"
"MetroStars","Columbus Crew","http://usa.worldfootball.net/teams/columbus-crew/","0:1","http://usa.worldfootball.net/report/major-league-soccer-2000-new-york-rb-columbus-crew/"
"New England Revolution","D.C. United","http://usa.worldfootball.net/teams/d-c-united/","2:1 aet","http://usa.worldfootball.net/report/major-league-soccer-2000-new-england-revolution-d-c-united_2/"
"Kansas City Wizards","San Jose Earthquakes","http://usa.worldfootball.net/teams/san-jose-earthquakes/","2:0","http://usa.worldfootball.net/report/major-league-soccer-2000-sporting-kansas-city-san-jose-earthquakes_2/"
"Tampa Bay Mutiny","Colorado Rapids","http://usa.worldfootball.net/teams/colorado-rapids/","4:2","http://usa.worldfootball.net/report/major-league-soccer-2000-tampa-bay-mutiny-colorado-rapids/"
"Chicago Fire","Miami Fusion","http://usa.worldfootball.net/teams/miami-fusion/","1:0","http://usa.worldfootball.net/report/major-league-soccer-2000-chicago-fire-miami-fusion_2/"
"Los Angeles Galaxy","Dallas Burn","http://usa.worldfootball.net/teams/fc-dallas/","2:1","http://usa.worldfootball.net/report/major-league-soccer-2000-los-angeles-galaxy-fc-dallas_2/"
"MetroStars","Kansas City Wizards","http://usa.worldfootball.net/teams/sporting-kansas-city/","1:2","http://usa.worldfootball.net/report/major-league-soccer-2000-new-york-rb-sporting-kansas-city_2/"
"D.C. United","MetroStars","http://usa.worldfootball.net/teams/new-york-rb/","2:3 aet","http://usa.worldfootball.net/report/major-league-soccer-2000-d-c-united-new-york-rb_2/"
"San Jose Earthquakes","Dallas Burn","http://usa.worldfootball.net/teams/fc-dallas/","5:0","http://usa.worldfootball.net/report/major-league-soccer-2000-san-jose-earthquakes-fc-dallas/"
"Kansas City Wizards","Tampa Bay Mutiny","http://usa.worldfootball.net/teams/tampa-bay-mutiny/","1:0","http://usa.worldfootball.net/report/major-league-soccer-2000-sporting-kansas-city-tampa-bay-mutiny_2/"
"Los Angeles Galaxy","Miami Fusion","http://usa.worldfootball.net/teams/miami-fusion/","2:0","http://usa.worldfootball.net/report/major-league-soccer-2000-los-angeles-galaxy-miami-fusion/"
"New England Revolution","Chicago Fire","http://usa.worldfootball.net/teams/chicago-fire/","1:1 aet","http://usa.worldfootball.net/report/major-league-soccer-2000-new-england-revolution-chicago-fire/"
"Columbus Crew","Colorado Rapids","http://usa.worldfootball.net/teams/colorado-rapids/","2:3","http://usa.worldfootball.net/report/major-league-soccer-2000-columbus-crew-colorado-rapids/"
"Tampa Bay Mutiny","San Jose Earthquakes","http://usa.worldfootball.net/teams/san-jose-earthquakes/","4:0","http://usa.worldfootball.net/report/major-league-soccer-2000-tampa-bay-mutiny-san-jose-earthquakes/"
"Chicago Fire","Tampa Bay Mutiny","http://usa.worldfootball.net/teams/tampa-bay-mutiny/","5:1","http://usa.worldfootball.net/report/major-league-soccer-2000-chicago-fire-tampa-bay-mutiny_2/"
"Colorado Rapids","Kansas City Wizards","http://usa.worldfootball.net/teams/sporting-kansas-city/","0:5","http://usa.worldfootball.net/report/major-league-soccer-2000-colorado-rapids-sporting-kansas-city_2/"
"San Jose Earthquakes","D.C. United","http://usa.worldfootball.net/teams/d-c-united/","2:2 aet","http://usa.worldfootball.net/report/major-league-soccer-2000-san-jose-earthquakes-d-c-united/"
"MetroStars","Los Angeles Galaxy","http://usa.worldfootball.net/teams/los-angeles-galaxy/","0:1","http://usa.worldfootball.net/report/major-league-soccer-2000-new-york-rb-los-angeles-galaxy/"
"Dallas Burn","Columbus Crew","http://usa.worldfootball.net/teams/columbus-crew/","2:1","http://usa.worldfootball.net/report/major-league-soccer-2000-fc-dallas-columbus-crew_2/"
"New England Revolution","Miami Fusion","http://usa.worldfootball.net/teams/miami-fusion/","1:1 aet","http://usa.worldfootball.net/report/major-league-soccer-2000-new-england-revolution-miami-fusion_2/"
"D.C. United","Columbus Crew","http://usa.worldfootball.net/teams/columbus-crew/","1:2","http://usa.worldfootball.net/report/major-league-soccer-2000-d-c-united-columbus-crew/"
"Chicago Fire","Colorado Rapids","http://usa.worldfootball.net/teams/colorado-rapids/","1:2","http://usa.worldfootball.net/report/major-league-soccer-2000-chicago-fire-colorado-rapids_2/"
"Miami Fusion","Chicago Fire","http://usa.worldfootball.net/teams/chicago-fire/","0:3","http://usa.worldfootball.net/report/major-league-soccer-2000-miami-fusion-chicago-fire_2/"
"Colorado Rapids","D.C. United","http://usa.worldfootball.net/teams/d-c-united/","2:5","http://usa.worldfootball.net/report/major-league-soccer-2000-colorado-rapids-d-c-united/"
"Columbus Crew","MetroStars","http://usa.worldfootball.net/teams/new-york-rb/","0:2","http://usa.worldfootball.net/report/major-league-soccer-2000-columbus-crew-new-york-rb/"
"New England Revolution","San Jose Earthquakes","http://usa.worldfootball.net/teams/san-jose-earthquakes/","2:1","http://usa.worldfootball.net/report/major-league-soccer-2000-new-england-revolution-san-jose-earthquakes_2/"
"Los Angeles Galaxy","Kansas City Wizards","http://usa.worldfootball.net/teams/sporting-kansas-city/","0:0 aet","http://usa.worldfootball.net/report/major-league-soccer-2000-los-angeles-galaxy-sporting-kansas-city_2/"
"Tampa Bay Mutiny","Dallas Burn","http://usa.worldfootball.net/teams/fc-dallas/","3:1","http://usa.worldfootball.net/report/major-league-soccer-2000-tampa-bay-mutiny-fc-dallas_2/"
"Miami Fusion","D.C. United","http://usa.worldfootball.net/teams/d-c-united/","1:0 aet","http://usa.worldfootball.net/report/major-league-soccer-2000-miami-fusion-d-c-united_2/"
"D.C. United","New England Revolution","http://usa.worldfootball.net/teams/new-england-revolution/","1:3","http://usa.worldfootball.net/report/major-league-soccer-2000-d-c-united-new-england-revolution_2/"
"Chicago Fire","San Jose Earthquakes","http://usa.worldfootball.net/teams/san-jose-earthquakes/","4:1","http://usa.worldfootball.net/report/major-league-soccer-2000-chicago-fire-san-jose-earthquakes/"
"Tampa Bay Mutiny","Columbus Crew","http://usa.worldfootball.net/teams/columbus-crew/","3:1","http://usa.worldfootball.net/report/major-league-soccer-2000-tampa-bay-mutiny-columbus-crew/"
"Kansas City Wizards","MetroStars","http://usa.worldfootball.net/teams/new-york-rb/","2:0","http://usa.worldfootball.net/report/major-league-soccer-2000-sporting-kansas-city-new-york-rb_2/"
"Colorado Rapids","Miami Fusion","http://usa.worldfootball.net/teams/miami-fusion/","1:2","http://usa.worldfootball.net/report/major-league-soccer-2000-colorado-rapids-miami-fusion_2/"
"Dallas Burn","Los Angeles Galaxy","http://usa.worldfootball.net/teams/los-angeles-galaxy/","1:1 aet","http://usa.worldfootball.net/report/major-league-soccer-2000-fc-dallas-los-angeles-galaxy_2/"
"New England Revolution","Colorado Rapids","http://usa.worldfootball.net/teams/colorado-rapids/","3:4","http://usa.worldfootball.net/report/major-league-soccer-2000-new-england-revolution-colorado-rapids/"
"Kansas City Wizards","D.C. United","http://usa.worldfootball.net/teams/d-c-united/","2:0","http://usa.worldfootball.net/report/major-league-soccer-2000-sporting-kansas-city-d-c-united/"
"San Jose Earthquakes","Los Angeles Galaxy","http://usa.worldfootball.net/teams/los-angeles-galaxy/","0:0 aet","http://usa.worldfootball.net/report/major-league-soccer-2000-san-jose-earthquakes-los-angeles-galaxy_2/"
"Columbus Crew","Dallas Burn","http://usa.worldfootball.net/teams/fc-dallas/","2:1","http://usa.worldfootball.net/report/major-league-soccer-2000-columbus-crew-fc-dallas_2/"
"Kansas City Wizards","San Jose Earthquakes","http://usa.worldfootball.net/teams/san-jose-earthquakes/","2:0","http://usa.worldfootball.net/report/major-league-soccer-2000-sporting-kansas-city-san-jose-earthquakes/"
"Chicago Fire","New England Revolution","http://usa.worldfootball.net/teams/new-england-revolution/","0:1","http://usa.worldfootball.net/report/major-league-soccer-2000-chicago-fire-new-england-revolution/"
"Miami Fusion","Colorado Rapids","http://usa.worldfootball.net/teams/colorado-rapids/","2:0","http://usa.worldfootball.net/report/major-league-soccer-2000-miami-fusion-colorado-rapids_2/"
"MetroStars","Tampa Bay Mutiny","http://usa.worldfootball.net/teams/tampa-bay-mutiny/","3:2 aet","http://usa.worldfootball.net/report/major-league-soccer-2000-new-york-rb-tampa-bay-mutiny_2/"
"Los Angeles Galaxy","D.C. United","http://usa.worldfootball.net/teams/d-c-united/","2:1","http://usa.worldfootball.net/report/major-league-soccer-2000-los-angeles-galaxy-d-c-united_2/"
"Chicago Fire","Dallas Burn","http://usa.worldfootball.net/teams/fc-dallas/","4:3","http://usa.worldfootball.net/report/major-league-soccer-2000-chicago-fire-fc-dallas_2/"
"New England Revolution","Los Angeles Galaxy","http://usa.worldfootball.net/teams/los-angeles-galaxy/","2:1","http://usa.worldfootball.net/report/major-league-soccer-2000-new-england-revolution-los-angeles-galaxy/"
"D.C. United","Dallas Burn","http://usa.worldfootball.net/teams/fc-dallas/","3:2","http://usa.worldfootball.net/report/major-league-soccer-2000-d-c-united-fc-dallas_2/"
"Los Angeles Galaxy","San Jose Earthquakes","http://usa.worldfootball.net/teams/san-jose-earthquakes/","1:1 aet","http://usa.worldfootball.net/report/major-league-soccer-2000-los-angeles-galaxy-san-jose-earthquakes_2/"
"Miami Fusion","Columbus Crew","http://usa.worldfootball.net/teams/columbus-crew/","2:4","http://usa.worldfootball.net/report/major-league-soccer-2000-miami-fusion-columbus-crew/"
"MetroStars","Chicago Fire","http://usa.worldfootball.net/teams/chicago-fire/","4:1","http://usa.worldfootball.net/report/major-league-soccer-2000-new-york-rb-chicago-fire/"
